レースコード,レース日,レース場コード,レース回,状態,1着コース,1着艇番,買い目1,買い目2,買い目3,買い目4,買い目5,決まり手1,決まり手2,決まり手3,決まり手4,決まり手5
202608142211,2026-08-14,22,11R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608142212,2026-08-14,22,12R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608142301,2026-08-14,23,1R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608142301,2026-08-14,23,1R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608142302,2026-08-14,23,2R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608142302,2026-08-14,23,2R,realtime,2,2,2-1-4,2-1-3,2-1-5,2-4-1,2-4-3,差し,差し,差し,差し,まくり
202608142303,2026-08-14,23,3R,daily,5,5,5-1-2,5-1-4,5-1-3,5-1-6,5-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608142303,2026-08-14,23,3R,realtime,5,5,5-1-2,5-1-4,5-1-3,5-1-6,5-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608142304,2026-08-14,23,4R,daily,5,5,5-1-2,5-1-4,5-1-3,5-1-6,5-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608142304,2026-08-14,23,4R,realtime,5,5,5-1-2,5-1-4,5-1-3,5-1-6,5-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608142305,2026-08-14,23,5R,daily,6,6,6-1-2,6-1-4,6-1-3,6-2-1,6-3-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608142305,2026-08-14,23,5R,realtime,4,6,6-1-3,6-1-2,6-3-1,6-2-1,6-1-5,まくり,まくり,まくり,まくり,差し
202608142306,2026-08-14,23,6R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608142306,2026-08-14,23,6R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608142307,2026-08-14,23,7R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608142307,2026-08-14,23,7R,realtime,2,3,3-1-2,3-1-4,3-1-5,3-2-1,3-2-4,差し,差し,差し,差し,まくり
202608142308,2026-08-14,23,8R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608142308,2026-08-14,23,8R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608142309,2026-08-14,23,9R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608142309,2026-08-14,23,9R,realtime,6,6,6-1-2,6-1-4,6-1-3,6-2-1,6-3-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608142310,2026-08-14,23,10R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608142310,2026-08-14,23,10R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608142311,2026-08-14,23,11R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608142312,2026-08-14,23,12R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608142401,2026-08-14,24,1R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608142402,2026-08-14,24,2R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608142403,2026-08-14,24,3R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608142404,2026-08-14,24,4R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608142405,2026-08-14,24,5R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608142406,2026-08-14,24,6R,daily,4,4,4-1-5,4-1-2,4-5-1,4-2-1,4-1-3,まくり,まくり,まくり,まくり,差し
202608142407,2026-08-14,24,7R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608142408,2026-08-14,24,8R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608142409,2026-08-14,24,9R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608142410,2026-08-14,24,10R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608142411,2026-08-14,24,11R,daily,4,4,4-1-5,4-1-2,4-5-1,4-2-1,4-1-3,まくり,まくり,まくり,まくり,差し
202608142412,2026-08-14,24,12R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
