レースコード,レース日,レース場,レース回,締切時刻,取得日時,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,複勝_3着_艇番,複勝_3着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気
202608302101,2026-08-30,21,01R,08:32,2026-08-30T08:40:23.935613+09:00,4,1360,4,1410,2,830,,,4-2,15470,17,2=4,2290,6,2=4,660,8,4=5,1610,11,2=5,630,6,4-2-5,79740,67,2=4=5,9470,14
202608301401,2026-08-30,14,01R,08:40,2026-08-30T08:48:22.677307+09:00,1,130,1,100,5,250,,,1-5,1000,4,1=5,1280,4,1=5,270,5,1=3,210,3,3=5,550,9,1-5-3,4350,14,1=3=5,1080,6
202608302301,2026-08-30,23,01R,08:48,2026-08-30T08:56:25.247190+09:00,1,180,1,100,3,120,,,1-3,210,1,1=3,240,1,1=3,120,1,1=4,180,2,3=4,260,5,1-3-4,660,1,1=3=4,330,1
202608302102,2026-08-30,21,02R,08:58,2026-08-30T09:06:28.271229+09:00,4,200,4,290,3,1360,,,4-3,5390,13,3=4,2950,8,3=4,370,7,1=4,140,1,1=3,470,9,4-3-1,18050,39,1=3=4,840,3
202608301402,2026-08-30,14,02R,09:06,2026-08-30T09:14:23.488483+09:00,6,1220,6,300,5,970,,,6-5,7710,29,5=6,3100,15,5=6,630,13,3=6,320,4,3=5,440,10,6-5-3,26030,93,3=5=6,1250,6
202608302302,2026-08-30,23,02R,09:14,2026-08-30T09:22:27.772486+09:00,1,100,1,100,3,340,,,1-3,780,3,1=3,380,2,1=3,240,3,1=5,230,2,3=5,390,7,1-3-5,2340,8,1=3=5,1180,5
202608302103,2026-08-30,21,03R,09:24,2026-08-30T09:32:27.135968+09:00,3,300,3,180,2,510,,,3-2,4140,11,2=3,2090,8,2=3,550,9,3=5,290,3,2=5,580,10,3-2-5,11760,31,2=3=5,2410,8
202608301403,2026-08-30,14,03R,09:32,2026-08-30T09:40:24.987412+09:00,6,1430,6,180,1,100,,,6-1,3260,6,1=6,400,2,1=6,180,2,5=6,500,9,1=5,200,3,6-1-5,8510,22,1=5=6,460,2
202608302303,2026-08-30,23,03R,09:40,2026-08-30T09:48:23.944252+09:00,1,110,1,110,3,150,,,1-3,210,1,1=3,150,1,1=3,110,1,1=2,130,2,2=3,230,6,1-3-2,410,2,1=2=3,150,1
202608302104,2026-08-30,21,04R,09:50,2026-08-30T09:58:25.908769+09:00,1,120,1,100,2,180,,,1-2,300,1,1=2,320,1,1=2,140,2,1=4,120,1,2=4,370,7,1-2-4,690,1,1=2=4,340,1
