レースコード,レース日,レース場,レース回,締切時刻,取得日時,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,複勝_3着_艇番,複勝_3着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気
202608022101,2026-08-02,21,01R,08:32,2026-08-02T08:40:22.812906+09:00,1,150,1,100,3,130,,,1-3,330,1,1=3,230,1,1=3,120,1,1=6,260,5,3=6,440,8,1-3-6,1430,4,1=3=6,630,3
202608022301,2026-08-02,23,01R,08:44,2026-08-02T08:52:20.419573+09:00,1,110,1,100,5,180,,,1-5,750,4,1=5,550,4,1=5,210,4,1=4,160,1,4=5,400,9,1-5-4,2220,11,1=4=5,750,6
202608022102,2026-08-02,21,02R,08:58,2026-08-02T09:06:24.035371+09:00,4,340,4,180,5,390,,,4-5,1320,5,4=5,1410,4,4=5,460,7,4=6,550,8,5=6,1000,11,4-5-6,4980,15,4=5=6,3700,9
202608022302,2026-08-02,23,02R,09:10,2026-08-02T09:18:22.135121+09:00,1,140,1,100,3,100,,,1-3,240,1,1=3,150,1,1=3,120,1,1=2,170,2,2=3,210,4,1-3-2,530,1,1=2=3,260,1
202608022103,2026-08-02,21,03R,09:24,2026-08-02T09:32:24.184666+09:00,1,240,1,100,3,100,,,1-3,270,1,1=3,100,1,1=3,120,1,1=4,220,4,3=4,230,5,1-3-4,690,3,1=3=4,260,2
202608022303,2026-08-02,23,03R,09:36,2026-08-02T09:44:51.818811+09:00,5,680,5,570,1,140,,,5-1,5310,11,1=5,650,3,1=5,290,3,2=5,1670,14,1=2,420,5,5-1-2,36100,51,1=2=5,1630,6
202608022104,2026-08-02,21,04R,09:50,2026-08-02T09:58:25.790472+09:00,1,130,1,100,2,170,,,1-2,470,2,1=2,400,2,1=2,160,2,1=4,110,1,2=4,290,5,1-2-4,930,2,1=2=4,340,1
202608022304,2026-08-02,23,04R,10:02,2026-08-02T10:10:22.157971+09:00,1,180,1,140,3,450,,,1-3,1070,4,1=3,670,3,1=3,320,6,1=2,150,1,2=3,540,11,1-3-2,2630,9,1=2=3,660,3
202608022105,2026-08-02,21,05R,10:18,2026-08-02T10:26:22.501857+09:00,1,110,1,100,4,100,,,1-4,240,1,1=4,150,1,1=4,140,1,1=5,260,4,4=5,390,8,1-4-5,690,1,1=4=5,400,2
202608022305,2026-08-02,23,05R,10:30,2026-08-02T10:38:22.618753+09:00,2,830,2,280,4,200,,,2-4,4220,16,2=4,2770,8,2=4,330,6,1=2,190,2,1=4,210,3,2-4-1,11030,33,1=2=4,450,3
202608021301,2026-08-02,13,01R,10:35,2026-08-02T10:44:21.865569+09:00,3,300,3,140,1,200,,,3-1,580,1,1=3,240,1,1=3,130,1,3=4,170,2,1=4,240,5,3-1-4,1750,6,1=3=4,580,3
202608020801,2026-08-02,08,01R,10:38,2026-08-02T10:48:22.328749+09:00,3,1300,3,190,1,100,,,3-1,2850,7,1=3,370,2,1=3,160,2,2=3,270,5,1=2,160,3,3-1-2,6660,15,1=2=3,220,1
202608021101,2026-08-02,11,01R,10:40,2026-08-02T10:48:22.328749+09:00,4,380,4,160,6,720,,,4-6,5960,14,4=6,3350,11,4=6,800,11,4=5,510,7,5=6,1110,14,4-6-5,18840,44,4=5=6,2700,10
202608022106,2026-08-02,21,06R,10:47,2026-08-02T10:54:21.581205+09:00,3,210,3,130,6,200,,,3-6,1400,6,3=6,970,5,3=6,270,4,2=3,260,3,2=6,670,9,3-6-2,4880,20,2=3=6,800,6
202608021302,2026-08-02,13,02R,10:58,2026-08-02T11:08:20.056413+09:00,1,130,1,180,6,470,,,1-6,4600,15,1=6,3780,10,1=6,690,10,1=2,160,1,2=6,940,11,1-6-2,19590,52,1=2=6,2000,8
202608022306,2026-08-02,23,06R,11:01,2026-08-02T11:10:26.523947+09:00,1,150,1,130,2,150,,,1-2,530,1,1=2,300,1,1=2,190,2,1=3,150,1,2=3,240,4,1-2-3,1530,2,1=2=3,630,3
202608020802,2026-08-02,08,02R,11:07,2026-08-02T11:16:26.118088+09:00,2,320,2,150,5,180,,,2-5,600,2,2=5,470,1,2=5,150,1,2=4,150,2,4=5,270,5,2-5-4,2500,6,2=4=5,630,2
202608021102,2026-08-02,11,02R,11:10,2026-08-02T11:18:25.913475+09:00,1,110,1,100,3,120,,,1-3,250,1,1=3,200,1,1=3,130,1,1=4,150,3,3=4,170,4,1-3-4,540,1,1=3=4,250,1
202608022107,2026-08-02,21,07R,11:17,2026-08-02T11:26:22.247581+09:00,1,220,1,150,2,130,,,1-2,370,1,1=2,300,1,1=2,160,1,1=5,180,2,2=5,270,6,1-2-5,1410,3,1=2=5,370,1
202608021303,2026-08-02,13,03R,11:22,2026-08-02T11:30:31.300505+09:00,1,230,1,120,2,240,,,1-2,710,3,1=2,470,2,1=2,140,2,1=5,100,1,2=5,200,4,1-2-5,1300,3,1=2=5,330,2
202608020601,2026-08-02,06,01R,11:24,2026-08-02T11:32:20.058508+09:00,4,430,4,170,3,150,,,4-3,1140,5,3=4,470,3,3=4,170,3,1=4,120,1,1=3,120,2,4-3-1,3060,12,1=3=4,200,1
202608022307,2026-08-02,23,07R,11:30,2026-08-02T11:38:19.826313+09:00,4,290,4,270,1,100,,,4-1,1270,5,1=4,140,1,1=4,150,1,4=5,1050,10,1=5,580,8,4-1-5,5790,22,1=4=5,1660,8
202608020501,2026-08-02,05,01R,11:32,2026-08-02T11:40:22.023402+09:00,4,1720,4,400,5,190,,,4-5,2060,11,4=5,850,5,4=5,360,6,3=4,370,7,3=5,180,3,4-5-3,4380,22,3=4=5,660,2
202608020803,2026-08-02,08,03R,11:36,2026-08-02T11:46:22.153564+09:00,3,560,3,160,5,180,,,3-5,780,4,3=5,450,3,3=5,130,2,1=3,120,1,1=5,130,3,3-5-1,1420,4,1=3=5,260,1
202608021103,2026-08-02,11,03R,11:40,2026-08-02T11:48:19.413841+09:00,1,140,1,110,4,370,,,1-4,560,3,1=4,480,3,1=4,180,2,1=2,240,3,2=4,460,8,1-4-2,2370,9,1=2=4,730,3
202608021304,2026-08-02,13,04R,11:45,2026-08-02T11:54:25.208253+09:00,3,210,3,180,5,310,,,3-5,1220,5,3=5,1420,7,3=5,370,6,3=6,440,8,5=6,830,13,3-5-6,4880,22,3=5=6,1920,11
202608022108,2026-08-02,21,08R,11:47,2026-08-02T11:56:18.595787+09:00,1,250,1,120,2,100,,,1-2,370,1,1=2,220,1,1=2,120,1,1=4,180,3,2=4,130,2,1-2-4,660,1,1=2=4,190,1
202608020602,2026-08-02,06,02R,11:49,2026-08-02T11:58:20.425916+09:00,2,140,2,100,4,260,,,2-4,630,2,2=4,680,4,2=4,230,3,2=3,180,1,3=4,480,10,2-4-3,2160,9,2=3=4,720,4
202608021601,2026-08-02,16,01R,11:55,2026-08-02T12:04:21.740649+09:00,3,1170,3,2200,6,2880,,,3-6,12280,17,3=6,7500,12,3=6,330,7,1=3,170,2,1=6,180,3,3-6-1,22400,31,1=3=6,450,2
202608020502,2026-08-02,05,02R,11:58,2026-08-02T12:06:23.653335+09:00,2,250,2,180,4,270,,,2-4,590,2,2=4,450,3,2=4,120,1,2=3,140,3,3=4,130,2,2-4-3,900,2,2=3=4,220,1
202608022308,2026-08-02,23,08R,12:01,2026-08-02T12:10:23.187870+09:00,1,310,1,100,2,100,,,1-2,470,2,1=2,200,1,1=2,160,2,1=3,160,1,2=3,250,6,1-2-3,920,1,1=2=3,240,1
202608020804,2026-08-02,08,04R,12:05,2026-08-02T12:14:24.583962+09:00,3,990,3,150,1,110,,,3-1,1690,5,1=3,370,2,1=3,180,2,3=4,410,7,1=4,380,5,3-1-4,10230,28,1=3=4,1250,5
202608021104,2026-08-02,11,04R,12:10,2026-08-02T12:18:22.445799+09:00,1,130,1,110,4,180,,,1-4,460,3,1=4,350,3,1=4,140,1,1=2,170,3,2=4,310,7,1-4-2,1300,6,1=2=4,450,3
202608020603,2026-08-02,06,03R,12:15,2026-08-02T12:26:23.659669+09:00,1,230,1,140,4,100,,,1-4,960,4,1=4,790,6,1=4,280,5,1=2,220,3,2=4,340,6,1-4-2,2340,7,1=2=4,540,4
202608022109,2026-08-02,21,09R,12:18,2026-08-02T12:26:23.659669+09:00,2,1330,2,260,1,100,,,2-1,1910,7,1=2,490,2,1=2,230,4,2=3,280,5,1=3,120,1,2-1-3,4580,17,1=2=3,290,1
202608021305,2026-08-02,13,05R,12:21,2026-08-02T12:30:27.829235+09:00,3,1530,3,1420,4,260,,,3-4,8180,14,3=4,2880,11,3=4,1270,11,3=5,10850,15,4=5,180,2,3-4-5,40720,65,3=4=5,6720,15
202608021602,2026-08-02,16,02R,12:24,2026-08-02T12:34:19.536592+09:00,6,520,6,740,5,560,,,6-5,3550,15,5=6,2850,10,5=6,570,7,4=6,390,4,4=5,820,9,6-5-4,9250,39,4=5=6,1420,6
202608020503,2026-08-02,05,03R,12:26,2026-08-02T12:34:19.536592+09:00,3,330,3,130,5,360,,,3-5,3690,15,3=5,2260,9,3=5,460,7,3=4,260,4,4=5,760,9,3-5-4,7810,35,3=4=5,1220,7
202608022201,2026-08-02,22,01R,12:30,2026-08-02T12:38:21.744258+09:00,1,100,1,110,3,350,,,1-3,320,1,1=3,270,2,1=3,180,2,1=4,230,4,3=4,280,6,1-3-4,590,1,1=3=4,350,2
202608020805,2026-08-02,08,05R,12:33,2026-08-02T12:42:20.358450+09:00,2,530,2,180,1,110,,,2-1,910,4,1=2,220,1,1=2,170,3,2=3,360,6,1=3,150,2,2-1-3,2300,9,1=2=3,240,1
202608022309,2026-08-02,23,09R,12:35,2026-08-02T12:44:22.336726+09:00,2,600,2,240,3,270,,,2-3,4100,12,2=3,1710,5,2=3,330,7,2=5,1060,10,3=5,310,6,2-3-5,34170,54,2=3=5,5370,9
202608021105,2026-08-02,11,05R,12:40,2026-08-02T12:48:25.267597+09:00,1,120,1,100,5,220,,,1-5,490,3,1=5,410,3,1=5,200,3,1=4,210,4,4=5,470,10,1-5-4,1760,11,1=4=5,710,4
202608020604,2026-08-02,06,04R,12:45,2026-08-02T12:52:24.611009+09:00,1,110,1,100,4,150,,,1-4,420,3,1=4,520,3,1=4,180,1,1=5,310,6,4=5,920,11,1-4-5,2590,10,1=4=5,1520,5
202608022110,2026-08-02,21,10R,12:49,2026-08-02T12:58:18.205616+09:00,3,330,3,220,2,440,,,3-2,2010,7,2=3,1310,5,2=3,360,3,3=6,510,7,2=6,830,9,3-2-6,9230,27,2=3=6,3970,13
202608020504,2026-08-02,05,04R,12:52,2026-08-02T13:02:24.996579+09:00,3,410,3,150,2,110,,,3-2,1050,6,2=3,380,2,2=3,190,2,3=5,320,6,2=5,520,9,3-2-5,2840,13,2=3=5,940,5
202608021603,2026-08-02,16,03R,12:54,2026-08-02T13:02:24.996579+09:00,2,350,2,130,6,170,,,2-6,1490,6,2=6,660,3,2=6,260,2,2=3,710,11,3=6,710,11,2-6-3,8150,36,2=3=6,1630,8
202608021306,2026-08-02,13,06R,12:56,2026-08-02T13:04:21.133240+09:00,1,100,1,100,3,220,,,1-3,410,2,1=3,340,2,1=3,140,2,1=4,120,1,3=4,170,4,1-3-4,900,3,1=3=4,270,1
202608022202,2026-08-02,22,02R,12:58,2026-08-02T13:06:23.183897+09:00,4,400,4,240,1,130,,,4-1,1190,5,1=4,300,1,1=4,210,2,4=5,1130,14,1=5,520,8,4-1-5,5560,19,1=4=5,1850,8
202608020806,2026-08-02,08,06R,13:02,2026-08-02T13:10:26.477862+09:00,1,150,1,100,6,120,,,1-6,1200,4,1=6,700,3,1=6,310,3,1=5,800,8,5=6,850,11,1-6-5,14390,35,1=5=6,4330,12
202608022310,2026-08-02,23,10R,13:07,2026-08-02T13:14:21.815833+09:00,1,120,1,100,2,140,,,1-2,330,2,1=2,260,2,1=2,180,2,1=6,510,8,2=6,530,9,1-2-6,3180,12,1=2=6,2200,7
202608021106,2026-08-02,11,06R,13:10,2026-08-02T13:18:22.991703+09:00,1,110,1,110,2,210,,,1-2,310,2,1=2,280,2,1=2,140,2,1=4,120,1,2=4,160,3,1-2-4,670,1,1=2=4,270,1
202608020605,2026-08-02,06,05R,13:15,2026-08-02T13:24:22.110605+09:00,2,190,2,170,4,280,,,2-4,1230,5,2=4,880,4,2=4,250,4,2=6,170,1,4=6,420,6,2-4-6,2320,6,2=4=6,730,4
