レースコード,レース日,レース場,レース回,締切時刻,取得日時,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,複勝_3着_艇番,複勝_3着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気
202608081001,2026-08-08,10,01R,08:32,2026-08-08T08:40:23.453709+09:00,1,110,1,100,3,130,,,1-3,220,1,1=3,160,1,1=3,130,1,1=6,1040,11,3=6,1300,13,1-3-6,4750,13,1=3=6,3120,8
202608081401,2026-08-08,14,01R,08:44,2026-08-08T08:52:27.094009+09:00,1,110,1,100,6,130,,,1-6,860,5,1=6,690,4,1=6,260,5,1=4,200,3,4=6,660,11,1-6-4,2700,13,1=4=6,740,4
202608081002,2026-08-08,10,02R,08:58,2026-08-08T09:06:31.379855+09:00,1,120,1,100,2,120,,,1-2,160,1,1=2,170,1,1=2,110,1,1=5,180,4,2=5,160,3,1-2-5,420,2,1=2=5,280,1
202608081402,2026-08-08,14,02R,09:10,2026-08-08T09:20:31.877500+09:00,1,360,1,150,5,280,,,1-5,2930,12,1=5,1920,7,1=5,360,7,1=3,250,3,3=5,710,10,1-5-3,9210,39,1=3=5,1820,9
202608081003,2026-08-08,10,03R,09:24,2026-08-08T09:32:27.877759+09:00,1,130,1,100,3,100,,,1-3,190,1,1=3,160,1,1=3,120,1,1=2,150,2,2=3,290,6,1-3-2,530,1,1=2=3,240,1
202608081403,2026-08-08,14,03R,09:36,2026-08-08T09:44:19.923437+09:00,1,160,1,140,2,620,,,1-2,330,2,1=2,300,2,1=2,170,3,1=4,120,1,2=4,250,4,1-2-4,560,2,1=2=4,230,1
202608081004,2026-08-08,10,04R,09:50,2026-08-08T09:58:22.573514+09:00,1,140,1,140,4,220,,,1-4,490,1,1=4,320,1,1=4,170,1,1=5,180,2,4=5,240,4,1-4-5,1160,1,1=4=5,370,1
202608081404,2026-08-08,14,04R,10:02,2026-08-08T10:12:25.815263+09:00,4,840,4,320,1,110,,,4-1,1690,6,1=4,360,2,1=4,160,2,4=5,540,9,1=5,230,3,4-1-5,3870,14,1=4=5,730,4
202608081005,2026-08-08,10,05R,10:18,2026-08-08T10:26:25.348372+09:00,1,190,1,130,6,130,,,1-6,990,4,1=6,540,3,1=6,260,3,1=3,560,9,3=6,800,13,1-6-3,6300,27,1=3=6,1880,8
202608081405,2026-08-08,14,05R,10:28,2026-08-08T10:36:18.613541+09:00,2,780,2,480,1,360,,,2-1,1350,6,1=2,580,3,1=2,420,9,2=4,360,6,1=4,150,1,2-1-4,4140,17,1=2=4,780,4
202608080901,2026-08-08,09,01R,10:32,2026-08-08T10:40:23.823743+09:00,5,660,5,300,1,100,,,5-1,6250,17,1=5,1860,8,1=5,510,7,4=5,670,11,1=4,250,2,5-1-4,19670,53,1=4=5,1530,6
202608081801,2026-08-08,18,01R,10:38,2026-08-08T10:48:28.815519+09:00,6,1840,6,1030,5,910,,,6-5,15220,30,5=6,5830,15,5=6,680,9,1=6,310,5,1=5,210,4,6-5-1,93090,108,1=5=6,2280,10
202608081601,2026-08-08,16,01R,10:45,2026-08-08T10:54:25.630822+09:00,1,130,1,150,2,200,,,1-2,460,1,1=2,420,1,1=2,420,6,1=4,580,10,2=4,410,5,1-2-4,3250,8,1=2=4,1480,7
202608080201,2026-08-08,02,01R,10:47,2026-08-08T10:56:30.260914+09:00,4,220,4,220,2,180,,,4-2,1340,6,2=4,630,3,2=4,170,3,1=4,140,1,1=2,160,2,4-2-1,3040,10,1=2=4,300,1
202608081006,2026-08-08,10,06R,10:50,2026-08-08T10:58:19.782906+09:00,1,620,1,160,6,240,,,1-6,1130,4,1=6,930,5,1=6,250,5,1=3,190,2,3=6,290,6,1-6-3,4200,18,1=3=6,810,4
202608081701,2026-08-08,17,01R,10:57,2026-08-08T11:06:24.467701+09:00,1,110,1,100,6,350,,,1-6,580,4,1=6,260,1,1=6,130,1,1=4,230,4,4=6,410,6,1-6-4,1810,11,1=4=6,730,5
202608081406,2026-08-08,14,06R,10:59,2026-08-08T11:06:24.467701+09:00,1,150,1,120,4,310,,,1-4,1410,5,1=4,850,3,1=4,150,1,1=2,150,2,2=4,260,6,1-4-2,2440,9,1=2=4,420,2
202608080902,2026-08-08,09,02R,11:02,2026-08-08T11:12:26.642378+09:00,1,100,1,130,3,180,,,1-3,400,1,1=3,400,2,1=3,220,3,1=2,200,2,2=3,740,11,1-3-2,1910,8,1=2=3,420,1
202608081802,2026-08-08,18,02R,11:08,2026-08-08T11:16:21.490456+09:00,1,120,1,100,2,150,,,1-2,270,1,1=2,170,1,1=2,130,1,1=3,180,3,2=3,300,6,1-2-3,560,1,1=2=3,310,1
202608081602,2026-08-08,16,02R,11:15,2026-08-08T11:24:19.872076+09:00,4,440,4,670,1,230,,,4-1,5440,14,1=4,1320,4,1=4,210,5,3=4,310,6,1=3,100,1,4-1-3,20090,46,1=3=4,1040,4
202608080202,2026-08-08,02,02R,11:16,2026-08-08T11:24:19.872076+09:00,3,180,3,100,6,250,,,3-6,590,1,3=6,460,3,3=6,190,2,1=3,230,3,1=6,460,10,3-6-1,2780,7,1=3=6,540,2
202608081007,2026-08-08,10,07R,11:20,2026-08-08T11:28:21.141200+09:00,1,180,1,100,2,300,,,1-2,1070,5,1=2,970,4,1=2,460,7,1=5,190,3,2=5,620,10,1-2-5,4060,16,1=2=5,1580,7
202608081702,2026-08-08,17,02R,11:28,2026-08-08T11:36:26.866994+09:00,1,120,1,100,3,310,,,1-3,550,3,1=3,250,1,1=3,220,4,1=5,150,2,3=5,310,7,1-3-5,1100,5,1=3=5,410,3
202608080903,2026-08-08,09,03R,11:30,2026-08-08T11:40:30.341317+09:00,2,240,2,100,1,150,,,2-1,700,3,1=2,450,3,1=2,180,1,2=3,190,2,1=3,260,5,2-1-3,1450,4,1=2=3,560,3
202608080501,2026-08-08,05,01R,11:33,2026-08-08T11:42:21.071509+09:00,1,170,1,100,5,130,,,1-5,700,3,1=5,610,3,1=5,140,3,1=3,100,1,3=5,140,2,1-5-3,2160,6,1=3=5,450,2
202608081407,2026-08-08,14,07R,11:35,2026-08-08T11:44:18.540118+09:00,2,450,2,170,5,160,,,2-5,1080,6,2=5,560,3,2=5,250,4,2=3,440,6,3=5,290,5,2-5-3,3270,13,2=3=5,630,3
202608081803,2026-08-08,18,03R,11:38,2026-08-08T11:46:22.314994+09:00,4,730,4,460,2,110,,,4-2,4210,13,2=4,1100,4,2=4,240,4,1=4,300,5,1=2,170,2,4-2-1,14970,43,1=2=4,570,2
202608080203,2026-08-08,02,03R,11:45,2026-08-08T11:54:23.114683+09:00,1,370,1,170,2,160,,,1-2,850,4,1=2,320,2,1=2,180,3,1=5,170,2,2=5,190,4,1-2-5,1860,4,1=2=5,460,3
202608081603,2026-08-08,16,03R,11:50,2026-08-08T12:00:45.867621+09:00,5,210,5,120,1,100,,,5-1,900,4,1=5,260,1,1=5,140,2,4=5,170,3,1=4,210,4,5-1-4,2300,7,1=4=5,320,2
202608081008,2026-08-08,10,08R,11:52,2026-08-08T12:00:45.867621+09:00,1,140,1,110,2,130,,,1-2,280,1,1=2,160,1,1=2,120,1,1=5,170,3,2=5,230,5,1-2-5,810,2,1=2=5,420,2
202608080401,2026-08-08,04,01R,11:55,2026-08-08T12:04:20.509433+09:00,1,150,1,140,4,100,,,1-4,390,1,1=4,290,1,1=4,150,1,1=2,380,7,2=4,520,9,1-4-2,1650,3,1=2=4,720,4
202608081703,2026-08-08,17,03R,11:58,2026-08-08T12:06:18.286388+09:00,4,510,4,110,6,230,,,4-6,890,3,4=6,610,3,4=6,270,3,4=5,590,10,5=6,590,10,4-6-5,2390,6,4=5=6,800,3
202608080904,2026-08-08,09,04R,12:00,2026-08-08T12:08:19.313905+09:00,4,410,4,120,5,100,,,4-5,690,2,4=5,930,4,4=5,210,4,3=4,110,1,3=5,170,3,4-5-3,1510,3,3=4=5,230,1
202608080502,2026-08-08,05,02R,12:02,2026-08-08T12:12:20.846122+09:00,2,360,2,120,1,310,,,2-1,1230,5,1=2,290,1,1=2,140,1,2=3,410,8,1=3,210,4,2-1-3,5470,24,1=2=3,1000,4
202608081408,2026-08-08,14,08R,12:05,2026-08-08T12:14:25.250084+09:00,2,100,2,100,5,200,,,2-5,430,2,2=5,470,3,2=5,130,1,2=6,620,9,5=6,770,11,2-5-6,3960,13,2=5=6,1920,6
202608081804,2026-08-08,18,04R,12:09,2026-08-08T12:16:24.731531+09:00,1,150,1,110,5,140,,,1-5,2060,6,1=5,1010,5,1=5,260,5,1=2,120,1,2=5,260,6,1-5-2,3220,11,1=2=5,350,2
202608080204,2026-08-08,02,04R,12:14,2026-08-08T12:22:18.680535+09:00,4,1410,4,420,3,530,,,4-3,9650,22,3=4,7630,12,3=4,990,12,4=5,430,7,3=5,460,8,4-3-5,33170,76,3=4=5,2560,11
202608081604,2026-08-08,16,04R,12:21,2026-08-08T12:30:36.116474+09:00,3,440,3,100,1,100,,,3-1,850,4,1=3,120,1,1=3,100,1,3=5,320,5,1=5,120,2,3-1-5,3300,13,1=3=5,450,3
202608080402,2026-08-08,04,02R,12:24,2026-08-08T12:32:21.693245+09:00,2,590,2,200,3,270,,,2-3,2020,9,2=3,720,4,2=3,270,4,1=2,230,3,1=3,130,1,2-3-1,4620,17,1=2=3,500,1
