レースコード,レース日,レース場,レース回,締切時刻,取得日時,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,複勝_3着_艇番,複勝_3着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気
202603232201,2026-03-23,22,01R,,,2,1110,2,100,1,100,,,2-1,2280,5,1=2,180,1,1=2,100,2,2=3,160,4,1=3,100,1,2-1-3,5930,13,1=2=3,180,1
202603232202,2026-03-23,22,02R,,,3,570,3,350,5,1780,,,3-5,6980,17,3=5,6270,12,3=5,1640,14,3=4,440,6,4=5,940,13,3-5-4,22470,61,3=4=5,1540,7
202603232203,2026-03-23,22,03R,,,3,190,3,140,5,460,,,3-5,830,4,3=5,710,3,3=5,220,4,1=3,110,1,1=5,280,5,3-5-1,2290,9,1=3=5,370,1
202603232204,2026-03-23,22,04R,,,2,210,2,100,5,220,,,2-5,1530,7,2=5,740,4,2=5,170,2,2=3,260,5,3=5,230,3,2-5-3,5180,17,2=3=5,1160,7
202603232205,2026-03-23,22,05R,,,1,240,1,160,6,450,,,1-6,1180,5,1=6,490,2,1=6,360,5,1=2,220,3,2=6,420,8,1-6-2,3740,16,1=2=6,720,5
202603232206,2026-03-23,22,06R,,,3,240,3,130,2,170,,,3-2,710,1,2=3,470,2,2=3,220,3,3=5,120,1,2=5,280,4,3-2-5,1400,1,2=3=5,430,1
202603232207,2026-03-23,22,07R,,,2,1560,2,240,6,150,,,2-6,1790,10,2=6,1150,4,2=6,250,3,1=2,410,8,1=6,180,2,2-6-1,6390,27,1=2=6,420,2
202603232208,2026-03-23,22,08R,,,5,1670,5,170,1,100,,,5-1,11440,26,1=5,1460,7,1=5,380,8,5=6,500,11,1=6,150,1,5-1-6,19570,78,1=5=6,1190,5
202603232209,2026-03-23,22,09R,,,1,210,1,100,3,100,,,1-3,220,1,1=3,320,2,1=3,120,1,1=2,160,3,2=3,140,2,1-3-2,590,1,1=2=3,210,1
202603232210,2026-03-23,22,10R,,,2,150,2,130,1,120,,,2-1,470,2,1=2,150,1,1=2,130,1,2=4,580,9,1=4,440,8,2-1-4,3120,10,1=2=4,830,4
202603232211,2026-03-23,22,11R,,,1,130,1,110,3,140,,,1-3,250,1,1=3,250,1,1=3,180,2,1=4,210,3,3=4,420,7,1-3-4,590,1,1=3=4,330,1
202603232212,2026-03-23,22,12R,,,1,110,1,100,2,100,,,1-2,190,1,1=2,160,1,1=2,160,1,1=3,220,3,2=3,310,8,1-2-3,570,2,1=2=3,280,2
202603232001,2026-03-23,20,01R,,,3,310,3,100,1,110,,,3-1,860,4,1=3,200,1,1=3,170,2,3=4,310,5,1=4,290,4,3-1-4,2180,8,1=3=4,530,2
202603232002,2026-03-23,20,02R,,,1,200,1,110,2,220,,,1-2,610,3,1=2,460,2,1=2,280,5,1=3,140,1,2=3,420,8,1-2-3,1400,4,1=2=3,410,3
202603232003,2026-03-23,20,03R,,,2,330,2,140,1,120,,,2-1,530,1,1=2,310,1,1=2,150,1,2=5,240,3,1=5,330,8,2-1-5,1480,4,1=2=5,530,3
202603232004,2026-03-23,20,04R,,,1,130,1,100,2,100,,,1-2,190,1,1=2,150,1,1=2,110,1,1=3,160,2,2=3,240,4,1-2-3,410,1,1=2=3,260,2
202603232005,2026-03-23,20,05R,,,1,120,1,140,3,1010,,,1-3,600,3,1=3,450,3,1=3,180,3,1=2,130,2,2=3,270,5,1-3-2,1060,4,1=2=3,340,2
202603232006,2026-03-23,20,06R,,,1,100,1,100,2,320,,,1-2,280,1,1=2,320,2,1=2,140,2,1=5,120,1,2=5,190,4,1-2-5,620,1,1=2=5,290,1
202603232007,2026-03-23,20,07R,,,1,160,1,110,2,160,,,1-2,340,1,1=2,240,1,1=2,110,1,1=6,140,2,2=6,160,3,1-2-6,780,1,1=2=6,340,1
202603232008,2026-03-23,20,08R,,,1,100,1,120,2,280,,,1-2,270,2,1=2,260,2,1=2,180,2,1=5,310,5,2=5,430,7,1-2-5,1310,6,1=2=5,760,5
202603232009,2026-03-23,20,09R,,,1,110,1,100,5,140,,,1-5,1100,5,1=5,1240,5,1=5,300,5,1=6,170,1,5=6,460,8,1-5-6,2720,12,1=5=6,1390,7
202603232010,2026-03-23,20,10R,,,4,650,4,140,1,120,,,4-1,1340,5,1=4,300,2,1=4,200,2,3=4,620,11,1=3,350,5,4-1-3,8020,28,1=3=4,910,5
202603232011,2026-03-23,20,11R,,,1,100,1,130,4,680,,,1-4,2030,8,1=4,1600,5,1=4,320,5,1=3,180,2,3=4,500,9,1-4-3,4400,15,1=3=4,950,4
202603232012,2026-03-23,20,12R,,,1,130,1,100,4,170,,,1-4,360,2,1=4,300,2,1=4,140,2,1=2,140,1,2=4,180,4,1-4-2,830,2,1=2=4,330,1
202603231901,2026-03-23,19,01R,,,1,110,1,110,3,120,,,1-3,180,1,1=3,130,1,1=3,110,1,1=2,230,4,2=3,270,6,1-3-2,690,3,1=2=3,370,3
202603231902,2026-03-23,19,02R,,,1,110,1,110,2,190,,,1-2,380,2,1=2,300,2,1=2,320,5,1=5,820,11,2=5,1730,13,1-2-5,11390,29,1=2=5,7240,12
202603231903,2026-03-23,19,03R,,,3,170,3,110,4,120,,,3-4,2040,5,3=4,650,4,3=4,340,6,2=3,520,8,2=4,310,4,3-4-2,8490,24,2=3=4,3270,8
202603231904,2026-03-23,19,04R,,,3,410,3,490,5,230,,,3-5,3120,9,3=5,1090,5,3=5,210,5,1=3,200,4,1=5,130,1,3-5-1,6910,22,1=3=5,380,2
202603231905,2026-03-23,19,05R,,,1,130,1,100,6,130,,,1-6,690,3,1=6,470,3,1=6,120,1,1=2,160,3,2=6,170,4,1-6-2,1410,6,1=2=6,460,3
202603231906,2026-03-23,19,06R,,,3,130,3,140,1,180,,,3-1,350,2,1=3,140,1,1=3,120,1,2=3,260,4,1=2,290,5,3-1-2,1800,6,1=2=3,280,2
202603231907,2026-03-23,19,07R,,,3,1130,3,560,5,160,,,3-5,3980,16,3=5,5450,10,3=5,600,9,3=4,500,7,4=5,190,2,3-5-4,15970,46,3=4=5,910,5
202603231908,2026-03-23,19,08R,,,1,140,1,100,3,170,,,1-3,250,1,1=3,270,1,1=3,170,1,1=4,190,2,3=4,340,6,1-3-4,740,1,1=3=4,360,1
202603231909,2026-03-23,19,09R,,,1,110,1,100,2,320,,,1-2,260,1,1=2,380,2,1=2,210,2,1=5,460,7,2=5,830,14,1-2-5,2990,12,1=2=5,1030,7
