レースコード,レース日,レース場,レース回,締切時刻,取得日時,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,複勝_3着_艇番,複勝_3着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気
202603252201,2026-03-25,22,01R,,,1,110,1,110,2,140,,,1-2,160,1,1=2,170,1,1=2,100,1,1=4,110,2,2=4,270,6,1-2-4,350,1,1=2=4,170,1
202603252202,2026-03-25,22,02R,,,1,160,1,210,5,230,,,1-5,870,3,1=5,690,2,1=5,180,1,1=6,970,14,5=6,550,10,1-5-6,5470,26,1=5=6,2000,10
202603252203,2026-03-25,22,03R,,,5,2320,5,520,3,110,,,5-3,4650,14,3=5,1080,4,3=5,460,5,1=5,1240,12,1=3,190,2,5-3-1,22970,51,1=3=5,920,5
202603252204,2026-03-25,22,04R,,,4,710,4,100,3,100,,,4-3,840,4,3=4,330,2,3=4,160,3,4=6,330,4,3=6,680,10,4-3-6,4500,16,3=4=6,1130,4
202603252205,2026-03-25,22,05R,,,3,200,3,130,1,130,,,3-1,590,2,1=3,180,1,1=3,110,1,3=4,190,3,1=4,120,2,3-1-4,1320,4,1=3=4,220,1
202603252206,2026-03-25,22,06R,,,2,160,2,120,4,100,,,2-4,590,1,2=4,460,3,2=4,170,1,2=6,460,8,4=6,320,6,2-4-6,2820,9,2=4=6,810,5
202603252207,2026-03-25,22,07R,,,5,260,5,210,4,170,,,5-4,890,5,4=5,410,3,4=5,170,2,2=5,130,1,2=4,510,10,5-4-2,4020,19,2=4=5,880,3
202603252208,2026-03-25,22,08R,,,2,230,2,150,4,110,,,2-4,3090,8,2=4,1040,5,2=4,340,3,2=5,520,6,4=5,630,9,2-4-5,8260,24,2=4=5,3040,9
202603252209,2026-03-25,22,09R,,,3,660,3,450,1,140,,,3-1,2380,12,1=3,910,5,1=3,470,8,3=4,450,7,1=4,130,1,3-1-4,5090,21,1=3=4,490,2
202603252210,2026-03-25,22,10R,,,1,120,1,140,3,550,,,1-3,430,2,1=3,650,2,1=3,140,3,1=2,100,1,2=3,120,2,1-3-2,850,2,1=2=3,150,1
202603252211,2026-03-25,22,11R,,,1,110,1,100,3,120,,,1-3,390,2,1=3,210,2,1=3,120,2,1=2,100,1,2=3,260,5,1-3-2,880,4,1=2=3,250,1
202603252212,2026-03-25,22,12R,,,1,100,1,130,3,220,,,1-3,220,1,1=3,190,1,1=3,110,1,1=2,200,3,2=3,240,4,1-3-2,520,2,1=2=3,250,1
