レースコード,レース日,レース場,レース回,締切時刻,取得日時,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,複勝_3着_艇番,複勝_3着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気
202603242201,2026-03-24,22,01R,,,2,390,2,120,1,110,,,2-1,1050,4,1=2,320,2,1=2,140,1,2=5,240,4,1=5,210,3,2-1-5,2650,7,1=2=5,410,2
202603242202,2026-03-24,22,02R,,,2,400,2,310,6,720,,,2-6,6660,22,2=6,17100,15,2=6,1110,11,2=5,150,1,5=6,1110,11,2-6-5,21520,63,2=5=6,2370,8
202603242203,2026-03-24,22,03R,,,1,630,1,650,2,340,,,1-2,640,3,1=2,570,2,1=2,370,6,1=5,330,5,2=5,600,10,1-2-5,4450,19,1=2=5,1710,8
202603242204,2026-03-24,22,04R,,,2,560,2,140,1,160,,,2-1,780,4,1=2,350,1,1=2,150,2,2=4,290,5,1=4,210,3,2-1-4,1930,5,1=2=4,270,1
202603242205,2026-03-24,22,05R,,,1,210,1,130,3,100,,,1-3,420,1,1=3,310,1,1=3,220,3,1=2,250,4,2=3,190,2,1-3-2,1350,2,1=2=3,600,2
202603242206,2026-03-24,22,06R,,,1,300,1,220,2,140,,,1-2,840,3,1=2,370,1,1=2,350,5,1=6,180,2,2=6,210,3,1-2-6,2240,9,1=2=6,1080,5
202603242207,2026-03-24,22,07R,,,2,300,2,220,4,330,,,2-4,1660,9,2=4,1370,8,2=4,410,6,1=2,480,8,1=4,570,9,2-4-1,7590,37,1=2=4,1300,6
202603242208,2026-03-24,22,08R,,,1,210,1,280,5,280,,,1-5,530,1,1=5,330,1,1=5,100,1,1=2,140,3,2=5,120,2,1-5-2,1350,3,1=2=5,330,1
202603242209,2026-03-24,22,09R,,,2,690,2,110,1,110,,,2-1,690,3,1=2,290,1,1=2,150,1,2=5,530,10,1=5,280,5,2-1-5,2490,9,1=2=5,690,2
202603242210,2026-03-24,22,10R,,,1,140,1,110,2,120,,,1-2,390,1,1=2,370,2,1=2,230,3,1=3,560,5,2=3,540,4,1-2-3,1690,5,1=2=3,540,2
202603242211,2026-03-24,22,11R,,,2,2430,2,180,1,100,,,2-1,3020,9,1=2,290,1,1=2,260,4,2=6,1030,13,1=6,390,6,2-1-6,26170,41,1=2=6,1730,9
202603242212,2026-03-24,22,12R,,,1,100,1,100,2,280,,,1-2,560,3,1=2,250,1,1=2,260,3,1=4,130,1,2=4,570,8,1-2-4,980,3,1=2=4,460,3
202603241801,2026-03-24,18,01R,,,1,160,1,120,6,450,,,1-6,3900,10,1=6,2140,6,1=6,640,9,1=2,170,1,2=6,1790,15,1-6-2,11830,33,1=2=6,1610,7
202603241802,2026-03-24,18,02R,,,1,130,1,120,3,110,,,1-3,290,1,1=3,280,2,1=3,150,1,1=6,180,3,3=6,360,7,1-3-6,750,1,1=3=6,370,1
202603241803,2026-03-24,18,03R,,,4,290,4,120,1,100,,,4-1,490,3,1=4,140,1,1=4,110,1,3=4,190,4,1=3,110,1,4-1-3,1820,5,1=3=4,190,1
202603241804,2026-03-24,18,04R,,,1,140,1,110,2,190,,,1-2,820,3,1=2,410,2,1=2,230,3,1=5,390,6,2=5,1020,10,1-2-5,4790,17,1=2=5,1560,6
202603241805,2026-03-24,18,05R,,,1,130,1,100,2,200,,,1-2,280,1,1=2,240,1,1=2,150,2,1=6,130,1,2=6,380,7,1-2-6,670,1,1=2=6,360,2
