レースコード,レース日,レース場,レース回,締切時刻,取得日時,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,複勝_3着_艇番,複勝_3着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気
202603122401,2026-03-12,24,01R,,,4,600,4,300,1,130,,,4-1,2800,10,1=4,600,3,1=4,290,5,4=5,840,12,1=5,310,6,4-1-5,20710,60,1=4=5,2670,11
202603122402,2026-03-12,24,02R,,,3,660,3,180,1,100,,,3-1,1110,5,1=3,350,2,1=3,180,2,2=3,390,7,1=2,180,3,3-1-2,4220,13,1=2=3,330,1
202603122403,2026-03-12,24,03R,,,1,100,1,170,3,180,,,1-3,340,1,1=3,220,1,1=3,140,1,1=2,220,3,2=3,330,8,1-3-2,1180,2,1=2=3,500,1
202603122404,2026-03-12,24,04R,,,4,360,4,220,1,120,,,4-1,2100,7,1=4,350,2,1=4,240,2,4=6,420,7,1=6,260,3,4-1-6,6730,23,1=4=6,880,5
202603122405,2026-03-12,24,05R,,,3,240,3,120,2,210,,,3-2,1360,5,2=3,590,3,2=3,150,2,1=3,140,1,1=2,160,3,3-2-1,3140,10,1=2=3,280,1
202603122406,2026-03-12,24,06R,,,1,150,1,120,2,190,,,1-2,450,1,1=2,420,3,1=2,260,4,1=3,210,2,2=3,410,8,1-2-3,1570,2,1=2=3,660,2
202603122407,2026-03-12,24,07R,,,4,840,4,840,3,570,,,4-3,3980,13,3=4,1480,5,3=4,440,8,4=5,440,9,3=5,390,6,4-3-5,14280,46,3=4=5,2810,10
202603122408,2026-03-12,24,08R,,,1,100,1,150,3,230,,,1-3,450,2,1=3,390,2,1=3,200,2,1=2,150,1,2=3,270,6,1-3-2,1210,3,1=2=3,360,1
202603122409,2026-03-12,24,09R,,,1,110,1,100,2,120,,,1-2,250,1,1=2,240,1,1=2,120,1,1=3,170,3,2=3,230,5,1-2-3,620,1,1=2=3,330,1
202603122410,2026-03-12,24,10R,,,1,100,1,100,4,270,,,1-4,780,3,1=4,780,3,1=4,220,3,1=5,310,4,4=5,840,11,1-4-5,3630,13,1=4=5,1540,8
202603122411,2026-03-12,24,11R,,,2,490,2,110,1,100,,,2-1,1200,5,1=2,200,1,1=2,130,1,2=4,260,5,1=4,170,3,2-1-4,3500,13,1=2=4,370,2
202603122412,2026-03-12,24,12R,,,1,110,1,100,3,170,,,1-3,370,2,1=3,280,2,1=3,150,1,1=2,210,3,2=3,310,6,1-3-2,1020,4,1=2=3,370,1
202603122201,2026-03-12,22,01R,,,1,120,1,100,2,220,,,1-2,900,4,1=2,480,3,1=2,200,3,1=3,130,1,2=3,860,11,1-2-3,1670,7,1=2=3,420,2
202603122202,2026-03-12,22,02R,,,1,130,1,100,2,310,,,1-2,270,1,1=2,280,2,1=2,220,4,1=4,130,1,2=4,150,2,1-2-4,630,1,1=2=4,220,1
202603122203,2026-03-12,22,03R,,,1,170,1,100,3,100,,,1-3,200,1,1=3,190,1,1=3,100,1,1=4,200,3,3=4,250,6,1-3-4,1080,4,1=3=4,410,2
202603122204,2026-03-12,22,04R,,,4,410,4,200,5,160,,,4-5,2690,12,4=5,1460,7,4=5,310,6,1=4,360,9,1=5,260,3,4-5-1,12060,52,1=4=5,870,4
202603122205,2026-03-12,22,05R,,,2,200,2,190,1,120,,,2-1,680,3,1=2,370,2,1=2,380,3,2=5,490,7,1=5,700,9,2-1-5,3290,14,1=2=5,1140,5
202603122206,2026-03-12,22,06R,,,2,190,2,150,3,350,,,2-3,370,1,2=3,800,5,2=3,120,1,2=4,480,9,3=4,2810,15,2-3-4,7590,31,2=3=4,3350,12
202603122207,2026-03-12,22,07R,,,2,310,2,100,1,100,,,2-1,410,2,1=2,210,1,1=2,210,3,2=3,410,7,1=3,270,4,2-1-3,1680,5,1=2=3,530,2
202603122208,2026-03-12,22,08R,,,3,960,3,370,6,200,,,3-6,5450,13,3=6,2700,7,3=6,340,9,1=3,150,1,1=6,200,3,3-6-1,15280,43,1=3=6,1010,7
202603122209,2026-03-12,22,09R,,,1,240,1,100,3,130,,,1-3,460,1,1=3,280,1,1=3,120,2,1=6,160,3,3=6,110,1,1-3-6,950,1,1=3=6,290,1
202603122210,2026-03-12,22,10R,,,2,280,2,140,1,100,,,2-1,380,1,1=2,240,1,1=2,100,1,2=6,140,2,1=6,200,4,2-1-6,1040,2,1=2=6,300,1
202603122211,2026-03-12,22,11R,,,3,350,3,140,6,880,,,3-6,4190,12,3=6,3420,9,3=6,770,11,3=5,250,4,5=6,1560,15,3-6-5,15790,48,3=5=6,4040,15
202603122212,2026-03-12,22,12R,,,1,150,1,120,2,180,,,1-2,230,1,1=2,320,2,1=2,150,2,1=3,110,1,2=3,220,6,1-2-3,600,1,1=2=3,310,1
202603122101,2026-03-12,21,01R,,,4,780,4,330,3,300,,,4-3,5080,15,3=4,1570,6,3=4,380,7,1=4,210,3,1=3,150,2,4-3-1,15660,44,1=3=4,730,5
202603122102,2026-03-12,21,02R,,,4,150,4,140,5,570,,,4-5,920,4,4=5,680,3,4=5,290,3,3=4,310,4,3=5,770,12,4-5-3,5790,17,3=4=5,3350,7
202603122103,2026-03-12,21,03R,,,3,130,3,130,4,330,,,3-4,1450,7,3=4,1130,3,3=4,490,7,3=5,290,3,4=5,690,12,3-4-5,3780,13,3=4=5,1510,6
202603122104,2026-03-12,21,04R,,,1,100,1,100,3,270,,,1-3,350,1,1=3,230,1,1=3,140,2,1=2,210,3,2=3,380,7,1-3-2,640,2,1=2=3,300,1
202603122105,2026-03-12,21,05R,,,1,100,1,100,3,510,,,1-3,900,3,1=3,790,2,1=3,230,3,1=6,270,4,3=6,830,8,1-3-6,4620,12,1=3=6,2760,9
202603122106,2026-03-12,21,06R,,,1,260,1,130,6,150,,,1-6,640,2,1=6,350,1,1=6,140,1,1=3,360,7,3=6,260,3,1-6-3,1550,3,1=3=6,570,2
202603122107,2026-03-12,21,07R,,,2,1080,2,440,6,190,,,2-6,4990,15,2=6,1510,7,2=6,3170,8,2=3,1620,4,3=6,3170,8,2-6-3,27170,67,2=3=6,4360,13
202603122108,2026-03-12,21,08R,,,3,520,3,190,1,230,,,3-1,3340,11,1=3,740,3,1=3,250,2,3=6,360,4,1=6,650,7,3-1-6,10010,38,1=3=6,1830,9
202603122109,2026-03-12,21,09R,,,1,170,1,120,2,280,,,1-2,250,1,1=2,270,1,1=2,140,1,1=4,180,3,2=4,570,8,1-2-4,1780,5,1=2=4,890,4
202603122110,2026-03-12,21,10R,,,1,110,1,120,4,290,,,1-4,580,3,1=4,630,3,1=4,200,2,1=5,250,3,4=5,560,10,1-4-5,3160,10,1=4=5,1120,6
202603122111,2026-03-12,21,11R,,,1,110,1,100,2,130,,,1-2,310,1,1=2,130,1,1=2,170,2,1=5,250,4,2=5,840,12,1-2-5,1920,8,1=2=5,1320,7
202603122112,2026-03-12,21,12R,,,1,130,1,100,2,150,,,1-2,230,1,1=2,200,1,1=2,150,1,1=3,180,3,2=3,390,7,1-2-3,1120,3,1=2=3,640,2
202603122001,2026-03-12,20,01R,,,1,110,1,120,3,110,,,1-3,480,1,1=3,310,1,1=3,170,1,1=5,590,12,3=5,270,4,1-3-5,1360,2,1=3=5,700,2
202603122002,2026-03-12,20,02R,,,5,1500,5,270,4,410,,,5-4,6990,25,4=5,2240,8,4=5,580,10,3=5,370,5,3=4,470,8,5-4-3,34640,97,3=4=5,4490,16
202603122003,2026-03-12,20,03R,,,4,170,4,130,2,130,,,4-2,1500,8,2=4,520,2,2=4,120,1,3=4,310,7,2=3,120,2,4-2-3,4990,22,2=3=4,480,2
202603122004,2026-03-12,20,04R,,,3,100,3,120,1,140,,,3-1,600,2,1=3,260,1,1=3,180,2,3=4,210,3,1=4,380,8,3-1-4,1180,2,1=3=4,490,2
202603122005,2026-03-12,20,05R,,,1,100,1,100,2,120,,,1-2,160,1,1=2,110,1,1=2,140,1,1=3,160,3,2=3,290,5,1-2-3,360,1,1=2=3,260,1
202603122006,2026-03-12,20,06R,,,3,100,3,140,2,150,,,3-2,830,4,2=3,460,2,2=3,140,1,3=4,180,2,2=4,200,3,3-2-4,1520,1,2=3=4,230,1
202603122007,2026-03-12,20,07R,,,1,230,1,200,2,270,,,1-2,870,4,1=2,390,2,1=2,290,6,1=3,150,1,2=3,190,4,1-2-3,1600,4,1=2=3,280,1
202603122008,2026-03-12,20,08R,,,1,140,1,130,3,240,,,1-3,230,2,1=3,280,2,1=3,100,1,1=2,100,2,2=3,200,4,1-3-2,630,2,1=2=3,200,1
202603122009,2026-03-12,20,09R,,,1,180,1,150,5,600,,,1-5,2000,8,1=5,1410,7,1=5,220,3,1=4,150,1,4=5,250,5,1-5-4,4730,17,1=4=5,740,3
202603122010,2026-03-12,20,10R,,,1,170,1,130,6,420,,,1-6,2170,8,1=6,2150,8,1=6,250,4,1=5,140,1,5=6,290,5,1-6-5,3930,16,1=5=6,680,3
202603122011,2026-03-12,20,11R,,,3,430,3,350,5,280,,,3-5,4320,11,3=5,3500,7,3=5,360,7,1=3,220,4,1=5,140,1,3-5-1,9310,26,1=3=5,430,2
202603122012,2026-03-12,20,12R,,,4,980,4,550,5,1070,,,4-5,8770,14,4=5,4950,10,4=5,650,9,4=6,1060,12,5=6,1720,14,4-5-6,33850,54,4=5=6,7660,15
202603121801,2026-03-12,18,01R,,,1,220,1,130,3,360,,,1-3,1130,4,1=3,1090,4,1=3,270,4,1=2,190,3,2=3,420,8,1-3-2,2970,11,1=2=3,740,4
202603121802,2026-03-12,18,02R,,,1,140,1,100,2,130,,,1-2,340,1,1=2,230,1,1=2,160,2,1=3,230,5,2=3,180,4,1-2-3,1040,3,1=2=3,370,2
202603121803,2026-03-12,18,03R,,,2,970,2,520,1,120,,,2-1,2480,8,1=2,490,2,1=2,390,6,2=6,410,7,1=6,250,2,2-1-6,7630,31,1=2=6,1110,5
202603121804,2026-03-12,18,04R,,,1,100,1,100,2,100,,,1-2,170,1,1=2,120,1,1=2,100,1,1=6,140,2,2=6,170,3,1-2-6,330,1,1=2=6,190,1
202603121805,2026-03-12,18,05R,,,1,280,1,140,4,120,,,1-4,730,4,1=4,660,3,1=4,250,3,1=5,530,8,4=5,460,4,1-4-5,3120,13,1=4=5,1350,6
202603121806,2026-03-12,18,06R,,,2,180,2,100,1,100,,,2-1,250,1,1=2,190,1,1=2,110,1,2=5,120,2,1=5,120,3,2-1-5,490,1,1=2=5,190,1
202603121807,2026-03-12,18,07R,,,3,430,3,190,2,330,,,3-2,1640,11,2=3,880,6,2=3,320,6,3=4,340,7,2=4,280,5,3-2-4,5090,30,2=3=4,1290,9
202603121808,2026-03-12,18,08R,,,2,200,2,140,3,110,,,2-3,390,1,2=3,250,1,2=3,130,2,2=6,2300,11,3=6,3040,14,2-3-6,18780,35,2=3=6,5980,11
202603121809,2026-03-12,18,09R,,,1,100,1,100,6,610,,,1-6,1850,6,1=6,3200,6,1=6,530,7,1=3,170,2,3=6,1840,15,1-6-3,11770,30,1=3=6,2580,9
202603121810,2026-03-12,18,10R,,,3,310,3,140,2,110,,,3-2,910,5,2=3,480,2,2=3,160,2,3=5,290,8,2=5,190,3,3-2-5,2710,13,2=3=5,560,2
202603121811,2026-03-12,18,11R,,,3,1670,3,180,4,120,,,3-4,3690,10,3=4,950,5,3=4,210,4,1=3,160,3,1=4,130,1,3-4-1,7950,26,1=3=4,330,1
202603121812,2026-03-12,18,12R,,,1,120,1,100,4,130,,,1-4,250,1,1=4,210,1,1=4,130,1,1=2,180,3,2=4,280,5,1-4-2,830,2,1=2=4,340,1
202603121601,2026-03-12,16,01R,,,1,100,1,100,3,160,,,1-3,360,2,1=3,260,1,1=3,130,2,1=2,110,1,2=3,210,6,1-3-2,640,2,1=2=3,330,1
202603121602,2026-03-12,16,02R,,,4,1040,4,430,6,550,,,4-6,4650,10,4=6,3350,9,4=6,1010,13,1=4,160,1,1=6,500,9,4-6-1,15310,36,1=4=6,1000,4
202603121603,2026-03-12,16,03R,,,1,160,1,170,2,240,,,1-2,660,2,1=2,550,2,1=2,210,3,1=6,200,2,2=6,210,3,1-2-6,1300,4,1=2=6,680,3
202603121604,2026-03-12,16,04R,,,1,300,1,100,5,400,,,1-5,2760,10,1=5,2310,8,1=5,380,7,1=4,230,2,4=5,880,12,1-5-4,7940,28,1=4=5,1870,8
202603121605,2026-03-12,16,05R,,,1,160,1,100,4,210,,,1-4,320,2,1=4,410,2,1=4,130,2,1=2,100,1,2=4,260,5,1-4-2,810,2,1=2=4,260,1
202603121606,2026-03-12,16,06R,,,3,330,3,130,1,100,,,3-1,330,2,1=3,300,2,1=3,190,2,3=5,530,10,1=5,470,9,3-1-5,2270,7,1=3=5,960,2
202603121607,2026-03-12,16,07R,,,1,430,1,100,4,100,,,1-4,770,4,1=4,780,3,1=4,150,3,1=2,150,2,2=4,120,1,1-4-2,1410,3,1=2=4,210,1
202603121608,2026-03-12,16,08R,,,2,180,2,100,1,150,,,2-1,440,2,1=2,130,1,1=2,130,1,2=3,180,3,1=3,240,4,2-1-3,800,2,1=2=3,220,1
202603121609,2026-03-12,16,09R,,,3,300,3,150,5,320,,,3-5,2520,9,3=5,1690,9,3=5,470,8,3=6,170,1,5=6,630,10,3-5-6,6990,33,3=5=6,1420,9
202603121610,2026-03-12,16,10R,,,1,220,1,100,4,170,,,1-4,550,2,1=4,440,2,1=4,150,2,1=6,170,4,4=6,240,5,1-4-6,970,3,1=4=6,420,2
202603121611,2026-03-12,16,11R,,,1,120,1,100,2,120,,,1-2,250,1,1=2,210,1,1=2,100,1,1=3,150,2,2=3,240,4,1-2-3,450,1,1=2=3,200,1
202603121612,2026-03-12,16,12R,,,1,120,1,100,2,180,,,1-2,270,1,1=2,290,2,1=2,210,2,1=3,210,3,2=3,400,5,1-2-3,730,3,1=2=3,410,3
202603121401,2026-03-12,14,01R,,,1,100,1,100,4,170,,,1-4,400,3,1=4,430,3,1=4,160,2,1=2,170,3,2=4,320,5,1-4-2,1330,6,1=2=4,480,3
202603121402,2026-03-12,14,02R,,,3,440,3,260,5,350,,,3-5,880,5,3=5,260,1,3=5,170,2,1=3,230,4,1=5,140,1,3-5-1,2000,5,1=3=5,210,1
202603121403,2026-03-12,14,03R,,,1,150,1,120,3,140,,,1-3,240,1,1=3,220,1,1=3,190,3,1=4,180,2,3=4,570,9,1-3-4,730,1,1=3=4,390,2
202603121404,2026-03-12,14,04R,,,1,130,1,100,2,130,,,1-2,230,1,1=2,220,1,1=2,130,2,1=3,120,1,2=3,150,3,1-2-3,490,1,1=2=3,180,1
202603121405,2026-03-12,14,05R,,,2,260,2,120,6,150,,,2-6,1430,6,2=6,1200,6,2=6,330,5,2=3,750,9,3=6,930,11,2-6-3,10790,39,2=3=6,2550,13
202603121406,2026-03-12,14,06R,,,1,130,1,110,2,100,,,1-2,220,2,1=2,210,1,1=2,110,1,1=5,310,5,2=5,390,8,1-2-5,2260,9,1=2=5,1420,3
202603121407,2026-03-12,14,07R,,,1,300,1,190,3,220,,,1-3,1760,8,1=3,1800,6,1=3,440,5,1=5,130,1,3=5,570,11,1-3-5,5910,24,1=3=5,1570,6
202603121408,2026-03-12,14,08R,,,2,840,2,330,4,170,,,2-4,7280,18,2=4,3070,9,2=4,560,10,2=3,540,8,3=4,240,2,2-4-3,23720,59,2=3=4,2890,9
202603121409,2026-03-12,14,09R,,,3,180,3,140,2,200,,,3-2,1770,9,2=3,890,5,2=3,510,7,3=6,1540,11,2=6,4000,14,3-2-6,20040,50,2=3=6,6200,13
202603121410,2026-03-12,14,10R,,,6,1760,6,430,4,210,,,6-4,7660,23,4=6,2820,12,4=6,490,9,5=6,690,12,4=5,410,7,6-4-5,34070,80,4=5=6,2590,11
202603121411,2026-03-12,14,11R,,,3,660,3,280,5,490,,,3-5,6150,20,3=5,2920,14,3=5,880,13,1=3,550,8,1=5,350,4,3-5-1,22220,78,1=3=5,1910,11
202603121412,2026-03-12,14,12R,,,1,110,1,120,6,260,,,1-6,2940,11,1=6,1550,6,1=6,420,8,1=2,230,3,2=6,1020,15,1-6-2,10300,38,1=2=6,2510,12
202603121101,2026-03-12,11,01R,,,2,870,2,620,3,170,,,2-3,2520,10,2=3,1250,4,2=3,210,3,2=4,290,6,3=4,160,1,2-3-4,6130,30,2=3=4,940,5
202603121102,2026-03-12,11,02R,,,5,370,5,410,4,610,,,5-4,1300,5,4=5,610,4,4=5,300,4,1=5,210,2,1=4,380,6,5-4-1,3500,13,1=4=5,370,1
202603121103,2026-03-12,11,03R,,,1,190,1,130,2,100,,,1-2,250,1,1=2,200,1,1=2,220,3,1=3,430,6,2=3,260,5,1-2-3,630,1,1=2=3,230,1
202603121104,2026-03-12,11,04R,,,3,1270,3,1010,2,380,,,3-2,5430,13,2=3,2790,7,2=3,160,2,3=6,1280,11,2=6,370,7,3-2-6,22500,45,2=3=6,1780,6
202603121105,2026-03-12,11,05R,,,1,120,1,170,2,130,,,1-2,220,1,1=2,230,1,1=2,180,2,1=3,190,4,2=3,450,6,1-2-3,980,3,1=2=3,490,2
202603121106,2026-03-12,11,06R,,,1,150,1,160,3,280,,,1-3,890,4,1=3,590,2,1=3,410,7,1=5,200,2,3=5,370,5,1-3-5,3670,13,1=3=5,1210,7
202603121107,2026-03-12,11,07R,,,1,160,1,230,4,180,,,1-4,6390,15,1=4,2310,9,1=4,700,7,1=3,220,3,3=4,400,5,1-4-3,9400,27,1=3=4,730,4
202603121108,2026-03-12,11,08R,,,2,1120,2,370,4,190,,,2-4,4870,13,2=4,1210,6,2=4,470,6,2=6,1790,13,4=6,440,4,2-4-6,25330,56,2=4=6,1560,7
202603121109,2026-03-12,11,09R,,,1,150,1,100,2,110,,,1-2,190,1,1=2,150,1,1=2,160,1,1=5,270,6,2=5,340,8,1-2-5,770,2,1=2=5,490,2
202603121110,2026-03-12,11,10R,,,2,130,2,140,5,420,,,2-5,6990,17,2=5,2860,7,2=5,700,8,2=3,630,7,3=5,2030,13,2-5-3,42060,71,2=3=5,6600,15
202603121111,2026-03-12,11,11R,,,1,150,1,100,3,100,,,1-3,370,2,1=3,290,2,1=3,170,3,1=2,150,1,2=3,620,9,1-3-2,1120,5,1=2=3,470,2
202603121112,2026-03-12,11,12R,,,5,670,5,330,1,100,,,5-1,1540,5,1=5,420,3,1=5,240,4,5=6,1130,13,1=6,470,6,5-1-6,8340,21,1=5=6,2050,9
202603120801,2026-03-12,08,01R,,,3,880,3,170,1,100,,,3-1,3010,6,1=3,230,2,1=3,110,2,2=3,220,4,1=2,110,1,3-1-2,4480,11,1=2=3,140,1
202603120802,2026-03-12,08,02R,,,2,250,2,150,3,110,,,2-3,600,1,2=3,390,1,2=3,180,1,1=2,240,4,1=3,310,7,2-3-1,3210,8,1=2=3,630,3
202603120803,2026-03-12,08,03R,,,1,310,1,520,2,210,,,1-2,710,2,1=2,400,1,1=2,240,3,1=3,290,6,2=3,190,2,1-2-3,2210,1,1=2=3,570,1
202603120804,2026-03-12,08,04R,,,1,110,1,100,3,150,,,1-3,290,1,1=3,340,2,1=3,130,1,1=6,140,2,3=6,190,3,1-3-6,720,1,1=3=6,400,1
202603120805,2026-03-12,08,05R,,,4,760,4,280,5,500,,,4-5,4600,9,4=5,5210,9,4=5,930,10,2=4,450,6,2=5,1160,11,4-5-2,28150,51,2=4=5,9170,18
202603120806,2026-03-12,08,06R,,,1,110,1,100,2,110,,,1-2,330,2,1=2,280,1,1=2,140,1,1=3,160,2,2=3,360,8,1-2-3,820,2,1=2=3,310,2
202603120807,2026-03-12,08,07R,,,1,100,1,100,6,220,,,1-6,740,3,1=6,560,3,1=6,250,4,1=3,190,2,3=6,320,6,1-6-3,2920,10,1=3=6,550,3
202603120808,2026-03-12,08,08R,,,2,1680,2,310,1,170,,,2-1,2450,8,1=2,320,2,1=2,200,3,2=4,220,4,1=4,150,2,2-1-4,7130,26,1=2=4,370,1
202603120809,2026-03-12,08,09R,,,3,250,3,180,6,240,,,3-6,3450,7,3=6,2680,8,3=6,330,5,3=5,560,10,5=6,220,2,3-6-5,13280,35,3=5=6,2840,11
202603120810,2026-03-12,08,10R,,,2,510,2,120,1,100,,,2-1,580,2,1=2,220,1,1=2,190,2,2=3,470,10,1=3,220,3,2-1-3,1470,3,1=2=3,220,1
202603120811,2026-03-12,08,11R,,,1,190,1,100,2,120,,,1-2,320,1,1=2,280,1,1=2,120,1,1=3,200,2,2=3,200,4,1-2-3,700,1,1=2=3,400,2
202603120812,2026-03-12,08,12R,,,1,100,1,100,4,260,,,1-4,660,3,1=4,740,3,1=4,230,2,1=5,410,5,4=5,980,12,1-4-5,3630,12,1=4=5,1230,6
202603120701,2026-03-12,07,01R,,,2,630,2,390,5,590,,,2-5,6710,17,2=5,2280,10,2=5,290,5,1=2,110,1,1=5,250,3,2-5-1,15260,34,1=2=5,620,3
