レースコード,レース日,レース場,レース回,締切時刻,取得日時,状態,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト
202602090101,2026-02-09,01,01R,,backfill-from-daily,,55.1,0.0,6.8,0.0,55.0,0.0,6.91,-0.5,52.6,0.0,6.74,0.5,54.4,0.0,6.83,0.0,52.0,0.0,6.85,0.5,52.0,0.0,6.72,-0.5
202602090102,2026-02-09,01,02R,,backfill-from-daily,,54.6,0.0,6.69,0.0,52.2,0.0,6.64,0.0,52.2,0.0,6.79,0.0,52.0,0.0,6.65,0.0,52.6,0.0,6.8,0.0,52.1,0.0,6.75,0.0
202602090103,2026-02-09,01,03R,,backfill-from-daily,,52.0,0.0,6.82,0.0,52.4,0.0,6.9,0.0,53.0,0.0,6.79,0.0,52.5,0.0,6.8,0.0,58.3,0.0,6.73,0.0,52.4,0.0,6.89,0.0
202602090104,2026-02-09,01,04R,,backfill-from-daily,,52.0,0.0,6.83,0.0,52.0,0.0,6.86,0.0,52.2,0.0,6.83,0.0,52.1,0.0,6.74,0.0,50.5,1.5,6.92,0.0,54.8,0.0,6.79,0.0
202602090105,2026-02-09,01,05R,,backfill-from-daily,,53.6,0.0,6.96,0.0,52.0,0.0,6.94,0.0,53.6,0.0,6.78,0.0,55.2,0.0,6.86,0.0,53.3,0.0,6.81,-0.5,52.0,0.0,6.91,1.0
202602090106,2026-02-09,01,06R,,backfill-from-daily,,52.0,0.0,6.7,0.0,53.1,0.0,6.66,0.0,52.1,0.0,6.69,0.0,52.0,0.0,6.83,0.0,55.0,0.0,6.82,0.0,52.6,0.0,6.74,0.0
202602090107,2026-02-09,01,07R,,backfill-from-daily,,52.0,0.0,6.74,0.0,52.0,0.0,6.7,0.5,52.0,0.0,6.8,0.0,52.2,0.0,6.81,0.0,52.5,0.0,6.82,0.0,52.8,0.0,6.84,0.0
202602090108,2026-02-09,01,08R,,backfill-from-daily,,55.5,0.0,6.75,0.0,58.3,0.0,6.87,0.0,52.4,0.0,6.9,0.0,58.7,0.0,6.81,0.5,56.6,0.0,6.94,0.0,50.5,1.5,6.86,0.0
202602090109,2026-02-09,01,09R,,backfill-from-daily,,52.2,0.0,6.84,0.0,52.0,0.0,6.91,0.5,55.2,0.0,6.8,0.0,52.4,0.0,6.86,0.0,52.0,0.0,6.91,0.0,54.4,0.0,6.86,0.0
202602090110,2026-02-09,01,10R,,backfill-from-daily,,57.9,0.0,6.83,0.0,52.1,0.0,6.74,0.0,52.0,0.0,6.82,0.0,51.5,0.5,6.76,0.0,52.0,0.0,6.7,0.0,53.1,0.0,6.83,-0.5
202602090111,2026-02-09,01,11R,,backfill-from-daily,,53.3,0.0,6.78,-0.5,54.6,0.0,6.77,0.0,52.0,0.0,6.81,0.0,53.0,0.0,6.81,0.0,52.0,0.0,6.73,0.0,52.1,0.0,6.85,0.0
202602090112,2026-02-09,01,12R,,backfill-from-daily,,56.6,0.0,6.89,0.0,52.6,0.0,6.82,0.0,52.0,0.0,6.77,0.0,52.0,0.0,6.74,0.0,53.6,0.0,6.84,0.0,52.2,0.0,6.92,0.0
202602090201,2026-02-09,02,01R,,backfill-from-daily,,56.9,0.0,6.78,-0.5,47.0,0.0,6.77,0.0,52.8,0.0,6.86,-0.5,53.3,0.0,6.87,-0.5,45.5,1.5,6.81,-0.5,52.3,0.0,6.83,-0.5
202602090202,2026-02-09,02,02R,,backfill-from-daily,,52.2,0.0,6.75,-0.5,52.0,0.0,6.72,-0.5,52.0,0.0,6.72,-0.5,43.5,3.5,6.8,-0.5,52.1,0.0,6.78,-0.5,44.0,3.0,6.8,-0.5
202602090203,2026-02-09,02,03R,,backfill-from-daily,,50.5,0.0,6.87,0.0,51.0,1.0,6.97,-0.5,52.5,0.0,6.88,0.0,56.3,0.0,6.85,-0.5,51.9,0.0,6.81,-0.5,52.9,0.0,6.95,-0.5
202602090204,2026-02-09,02,04R,,backfill-from-daily,,47.5,0.0,6.75,-0.5,52.0,0.0,6.69,0.0,45.0,2.0,6.78,-0.5,53.5,0.0,6.78,-0.5,52.3,0.0,6.79,-0.5,52.0,0.0,6.73,-0.5
202602090205,2026-02-09,02,05R,,backfill-from-daily,,50.0,2.0,6.68,-0.5,52.7,0.0,6.81,-0.5,54.8,0.0,6.74,-0.5,52.0,0.0,6.69,-0.5,51.5,0.5,6.68,-0.5,52.0,0.0,6.86,-0.5
202602090206,2026-02-09,02,06R,,backfill-from-daily,,52.3,0.0,6.92,-0.5,52.0,0.0,6.83,-0.5,52.2,0.0,6.77,-0.5,52.3,0.0,6.8,-0.5,52.2,0.0,6.81,-0.5,52.1,0.0,6.76,-0.5
202602090207,2026-02-09,02,07R,,backfill-from-daily,,52.2,0.0,6.82,-0.5,50.5,0.0,6.83,0.0,56.9,0.0,6.87,-0.5,54.7,0.0,6.8,-0.5,52.0,0.0,6.83,0.0,43.5,3.5,6.79,-0.5
202602090208,2026-02-09,02,08R,,backfill-from-daily,,52.0,0.0,6.68,-0.5,52.0,0.0,6.73,-0.5,53.3,0.0,6.79,-0.5,47.5,0.0,6.81,-0.5,53.5,0.0,6.71,-0.5,56.3,0.0,6.75,-0.5
202602090209,2026-02-09,02,09R,,backfill-from-daily,,52.5,0.0,6.63,0.0,52.1,0.0,6.78,-0.5,47.0,0.0,6.84,-0.5,52.0,0.0,6.83,-0.5,52.0,0.0,6.77,-0.5,52.0,0.0,6.81,-0.5
202602090210,2026-02-09,02,10R,,backfill-from-daily,,52.6,0.0,6.81,-0.5,52.5,0.0,6.66,-0.5,51.5,0.5,6.79,-0.5,52.2,0.0,6.78,-0.5,49.5,2.5,6.73,0.0,52.1,0.0,6.7,-0.5
202602090211,2026-02-09,02,11R,,backfill-from-daily,,52.0,0.0,6.76,-0.5,52.2,0.0,6.85,-0.5,52.0,0.0,6.9,-0.5,52.7,0.0,6.86,-0.5,52.8,0.0,6.74,0.0,52.0,0.0,6.85,0.0
202602090212,2026-02-09,02,12R,,backfill-from-daily,,52.0,0.0,6.8,-0.5,52.1,0.0,6.77,-0.5,54.7,0.0,6.85,-0.5,53.7,0.0,6.89,-0.5,52.0,0.0,6.76,0.0,52.0,0.0,6.92,-0.5
202602090301,2026-02-09,03,01R,,backfill-from-daily,,53.6,0.0,7.18,0.5,51.0,1.0,6.94,0.5,60.4,0.0,6.88,0.5,55.1,0.0,6.85,0.0,52.0,0.0,6.76,0.5,53.3,0.0,7.01,0.5
202602090302,2026-02-09,03,02R,,backfill-from-daily,,54.0,0.0,6.71,0.5,52.6,0.0,6.88,1.0,52.5,0.0,6.83,-0.5,52.0,0.0,6.91,0.5,52.3,0.0,6.7,0.5,56.1,0.0,7.01,0.5
202602090303,2026-02-09,03,03R,,backfill-from-daily,,52.0,0.0,6.97,0.5,52.0,0.0,6.84,0.5,51.5,0.5,6.94,0.5,52.0,0.0,7.2,0.5,56.0,0.0,7.19,1.0,53.4,0.0,7.48,0.5
202602090304,2026-02-09,03,04R,,backfill-from-daily,,55.1,0.0,7.0,0.5,52.0,0.0,6.77,0.5,50.0,2.0,6.95,0.0,53.4,0.0,6.9,0.5,52.2,0.0,6.85,0.5,56.4,0.0,6.97,1.0
202602090305,2026-02-09,03,05R,,backfill-from-daily,,52.0,0.0,7.07,0.5,60.4,0.0,7.04,0.5,52.1,0.0,7.05,0.0,57.8,0.0,7.34,1.0,53.2,0.0,6.99,0.5,49.5,2.5,7.15,0.5
202602090306,2026-02-09,03,06R,,backfill-from-daily,,51.0,1.0,7.15,0.5,52.3,0.0,6.99,1.0,63.0,0.0,7.26,0.0,54.0,0.0,6.83,0.5,52.4,0.0,6.99,0.5,54.1,0.0,6.99,0.5
202602090307,2026-02-09,03,07R,,backfill-from-daily,,52.0,0.0,6.76,0.5,52.0,0.0,6.87,1.5,52.1,0.0,6.78,0.5,52.5,0.0,6.78,-0.5,53.3,0.0,6.81,0.5,53.2,0.0,6.91,0.0
