レースコード,レース日,レース場,レース回,締切時刻,取得日時,状態,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト
202602200301,2026-02-20,03,01R,,backfill-from-daily,,51.5,0.5,6.59,0.5,52.0,0.0,6.59,0.5,52.0,0.0,6.61,0.5,52.0,0.0,6.61,0.5,52.0,0.0,6.83,0.5,51.5,0.5,6.7,0.0
202602200302,2026-02-20,03,02R,,backfill-from-daily,,52.6,0.0,6.67,0.0,55.5,0.0,6.71,0.0,52.8,0.0,6.56,1.5,52.0,0.0,6.75,1.0,52.4,0.0,6.75,0.5,52.4,0.0,6.77,0.5
202602200303,2026-02-20,03,03R,,backfill-from-daily,,52.0,0.0,6.7,0.5,52.0,0.0,6.66,0.5,53.2,0.0,6.63,0.5,52.0,0.0,6.73,1.0,52.7,0.0,6.66,0.5,53.9,0.0,6.81,1.0
202602200304,2026-02-20,03,04R,,backfill-from-daily,,51.5,0.5,6.8,-0.5,52.9,0.0,6.7,0.5,54.1,0.0,6.72,0.0,53.9,0.0,6.75,0.5,54.4,0.0,6.78,0.0,52.1,0.0,6.66,0.5
202602200305,2026-02-20,03,05R,,backfill-from-daily,,55.1,0.0,6.75,0.5,54.1,0.0,6.66,0.5,52.3,0.0,6.63,0.0,52.8,0.0,6.73,0.5,51.5,0.5,6.78,0.0,52.0,0.0,6.75,0.5
202602200306,2026-02-20,03,06R,,backfill-from-daily,,52.0,0.0,6.82,0.5,52.0,0.0,6.72,0.0,52.9,0.0,6.74,0.0,52.0,0.0,6.79,0.5,52.4,0.0,6.76,0.5,52.7,0.0,6.7,0.0
202602200307,2026-02-20,03,07R,,backfill-from-daily,,54.2,0.0,6.87,-0.5,52.4,0.0,6.86,0.5,51.5,0.5,6.86,0.5,52.0,0.0,6.81,0.5,52.1,0.0,6.8,1.5,52.7,0.0,6.88,0.0
202602200308,2026-02-20,03,08R,,backfill-from-daily,,52.0,0.0,6.92,0.0,52.0,0.0,6.78,0.0,54.1,0.0,6.77,0.5,52.2,0.0,6.77,0.5,52.2,0.0,6.9,0.0,52.0,0.0,6.74,0.5
202602200309,2026-02-20,03,09R,,backfill-from-daily,,54.1,0.0,6.84,0.0,52.3,0.0,6.75,0.5,51.5,0.5,6.85,0.0,52.4,0.0,6.89,0.5,52.0,0.0,6.78,1.0,52.0,0.0,6.82,1.0
202602200310,2026-02-20,03,10R,,backfill-from-daily,,52.0,0.0,6.74,0.0,52.0,0.0,6.66,0.5,52.6,0.0,6.83,0.0,52.2,0.0,6.69,1.0,52.9,0.0,6.81,0.0,52.0,0.0,6.73,1.0
202602200311,2026-02-20,03,11R,,backfill-from-daily,,52.9,0.0,6.75,0.5,52.8,0.0,6.62,1.5,51.5,0.5,6.77,0.0,52.4,0.0,6.65,0.5,55.1,0.0,6.86,0.5,52.0,0.0,6.83,0.0
202602200312,2026-02-20,03,12R,,backfill-from-daily,,54.1,0.0,6.71,0.5,52.0,0.0,6.81,0.5,52.0,0.0,6.69,0.5,52.1,0.0,6.82,0.5,52.1,0.0,6.77,1.0,52.0,0.0,6.87,0.0
202602200601,2026-02-20,06,01R,,backfill-from-daily,,53.2,0.0,6.69,-0.5,53.6,0.0,6.83,0.0,59.7,0.0,6.82,-0.5,53.7,0.0,6.78,-0.5,47.2,0.0,6.72,0.0,52.7,0.0,6.83,0.0
202602200602,2026-02-20,06,02R,,backfill-from-daily,,56.9,0.0,6.79,0.0,53.3,0.0,6.72,-0.5,47.8,0.0,6.69,-0.5,52.9,0.0,6.65,-0.5,56.4,0.0,6.69,-0.5,47.8,0.0,6.72,-0.5
202602200604,2026-02-20,06,04R,,backfill-from-daily,,52.8,0.0,6.78,-0.5,52.0,0.0,6.74,-0.5,55.0,0.0,6.72,-0.5,53.1,0.0,6.8,0.0,53.8,0.0,6.83,0.0,49.3,0.0,6.76,-0.5
202602200605,2026-02-20,06,05R,,backfill-from-daily,,53.2,0.0,6.66,0.0,52.2,0.0,6.71,0.0,51.5,0.5,6.73,0.0,52.0,0.0,6.76,-0.5,46.0,1.0,6.55,0.0,52.9,0.0,6.8,-0.5
202602200606,2026-02-20,06,06R,,backfill-from-daily,,53.6,0.0,6.74,0.0,53.1,0.0,6.73,-0.5,53.1,0.0,6.7,-0.5,56.4,0.0,6.73,-0.5,45.0,2.0,6.66,0.0,52.3,0.0,6.7,-0.5
202602200607,2026-02-20,06,07R,,backfill-from-daily,,52.9,0.0,6.73,-0.5,57.4,0.0,6.8,-0.5,52.0,0.0,6.75,0.0,60.2,0.0,6.76,-0.5,53.2,0.0,6.65,-0.5,55.8,0.0,6.66,0.0
202602200608,2026-02-20,06,08R,,backfill-from-daily,,55.3,0.0,6.65,-0.5,47.8,0.0,6.67,-0.5,53.8,0.0,6.8,0.0,52.5,0.0,6.71,-0.5,52.7,0.0,6.78,0.0,53.4,0.0,6.72,-0.5
202602200609,2026-02-20,06,09R,,backfill-from-daily,,52.0,0.0,6.72,-0.5,47.2,0.0,6.71,0.0,54.5,0.0,6.71,0.0,52.2,0.0,6.72,-0.5,51.5,0.5,6.77,-0.5,52.0,0.0,6.75,-0.5
202602200610,2026-02-20,06,10R,,backfill-from-daily,,52.0,0.0,6.87,0.0,52.0,0.0,6.66,-0.5,53.8,0.0,6.7,-0.5,47.7,0.0,6.75,0.0,52.1,0.0,6.83,-0.5,52.4,0.0,6.79,-0.5
202602200612,2026-02-20,06,12R,,backfill-from-daily,,52.5,0.0,6.81,-0.5,52.0,0.0,6.84,-0.5,56.9,0.0,6.77,-0.5,52.8,0.0,6.85,-0.5,53.1,0.0,6.89,-0.5,57.4,0.0,6.82,0.0
202602201001,2026-02-20,10,01R,,backfill-from-daily,,51.5,0.5,6.61,-0.5,52.1,0.0,6.64,-0.5,52.0,0.0,6.71,-0.5,56.5,0.0,6.6,-0.5,56.3,0.0,6.65,-0.5,52.3,0.0,6.66,-0.5
202602201002,2026-02-20,10,02R,,backfill-from-daily,,52.8,0.0,6.58,-0.5,52.8,0.0,6.6,-0.5,55.6,0.0,6.63,-0.5,53.3,0.0,6.68,-0.5,52.2,0.0,6.46,3.0,58.1,0.0,6.67,-0.5
202602201003,2026-02-20,10,03R,,backfill-from-daily,,52.0,0.0,6.64,0.0,52.6,0.0,6.62,-0.5,50.0,2.0,6.6,-0.5,56.0,0.0,6.7,-0.5,52.0,0.0,6.66,-0.5,52.3,0.0,6.62,-0.5
202602201004,2026-02-20,10,04R,,backfill-from-daily,,51.0,1.0,6.7,-0.5,52.2,0.0,6.67,-0.5,50.0,2.0,6.71,-0.5,52.2,0.0,6.68,-0.5,52.5,0.0,6.72,-0.5,51.5,0.5,6.64,0.0
202602201005,2026-02-20,10,05R,,backfill-from-daily,,52.3,0.0,6.68,-0.5,52.0,0.0,6.61,-0.5,52.9,0.0,6.62,-0.5,52.2,0.0,6.65,-0.5,52.9,0.0,6.71,-0.5,52.9,0.0,6.68,-0.5
202602201006,2026-02-20,10,06R,,backfill-from-daily,,56.5,0.0,6.64,-0.5,53.2,0.0,6.74,-0.5,52.4,0.0,6.62,-0.5,52.0,0.0,6.67,-0.5,52.0,0.0,6.69,-0.5,52.9,0.0,6.65,-0.5
202602201007,2026-02-20,10,07R,,backfill-from-daily,,52.3,0.0,6.62,-0.5,56.3,0.0,6.64,-0.5,51.5,0.5,6.67,-0.5,58.1,0.0,6.69,-0.5,52.3,0.0,6.61,-0.5,52.1,0.0,6.47,3.0
202602201008,2026-02-20,10,08R,,backfill-from-daily,,53.3,0.0,6.73,-0.5,52.0,0.0,6.68,-0.5,53.1,0.0,6.7,-0.5,54.1,0.0,6.74,-0.5,52.1,0.0,6.73,-0.5,52.0,0.0,6.6,-0.5
202602201009,2026-02-20,10,09R,,backfill-from-daily,,53.3,0.0,6.79,-0.5,58.8,0.0,6.66,-0.5,55.9,0.0,6.67,-0.5,51.5,0.5,6.67,-0.5,49.0,3.0,6.68,0.5,54.2,0.0,6.66,-0.5
202602201010,2026-02-20,10,10R,,backfill-from-daily,,52.9,0.0,6.72,-0.5,52.2,0.0,6.66,-0.5,52.2,0.0,6.69,-0.5,52.4,0.0,6.67,-0.5,51.5,0.5,6.63,0.0,51.0,1.0,6.71,-0.5
202602201011,2026-02-20,10,11R,,backfill-from-daily,,52.9,0.0,6.67,-0.5,52.0,0.0,6.71,-0.5,52.2,0.0,6.68,-0.5,52.0,0.0,6.69,-0.5,52.0,0.0,6.64,0.0,52.8,0.0,6.7,-0.5
202602201012,2026-02-20,10,12R,,backfill-from-daily,,51.5,0.5,6.65,0.0,52.3,0.0,6.69,-0.5,52.0,0.0,6.71,-0.5,50.0,2.0,6.68,-0.5,52.9,0.0,6.74,-0.5,55.6,0.0,6.78,-0.5
202602201301,2026-02-20,13,01R,,backfill-from-daily,,52.0,0.0,6.74,0.0,52.2,0.0,6.74,0.5,52.5,0.0,6.69,-0.5,53.7,0.0,6.71,-0.5,52.3,0.0,6.76,-0.5,52.0,0.0,6.79,-0.5
202602201302,2026-02-20,13,02R,,backfill-from-daily,,54.5,0.0,6.78,-0.5,52.0,0.0,6.77,-0.5,53.3,0.0,6.77,-0.5,51.5,0.5,6.78,-0.5,52.0,0.0,6.72,-0.5,52.1,0.0,6.79,-0.5
202602201303,2026-02-20,13,03R,,backfill-from-daily,,51.0,1.0,6.71,-0.5,54.1,0.0,6.87,-0.5,52.9,0.0,6.79,-0.5,52.6,0.0,6.77,-0.5,52.0,0.0,6.75,-0.5,53.8,0.0,6.78,-0.5
202602201304,2026-02-20,13,04R,,backfill-from-daily,,52.0,0.0,6.74,-0.5,52.4,0.0,6.79,-0.5,54.3,0.0,6.76,-0.5,54.0,0.0,6.77,-0.5,51.0,1.0,6.68,-0.5,53.2,0.0,6.75,-0.5
202602201305,2026-02-20,13,05R,,backfill-from-daily,,52.6,0.0,6.76,-0.5,52.0,0.0,6.74,-0.5,52.0,0.0,6.82,0.0,52.3,0.0,6.73,-0.5,52.0,0.0,6.67,-0.5,52.3,0.0,6.78,0.0
202602201306,2026-02-20,13,06R,,backfill-from-daily,,54.2,0.0,6.67,-0.5,52.1,0.0,6.72,-0.5,52.0,0.0,6.76,-0.5,52.4,0.0,6.74,-0.5,52.1,0.0,6.81,-0.5,49.5,2.5,6.75,0.0
202602201307,2026-02-20,13,07R,,backfill-from-daily,,52.0,0.0,6.69,-0.5,52.0,0.0,6.73,-0.5,53.7,0.0,6.68,-0.5,52.0,0.0,6.76,-0.5,55.8,0.0,6.76,-0.5,52.0,0.0,6.68,-0.5
202602201308,2026-02-20,13,08R,,backfill-from-daily,,52.5,0.0,6.64,-0.5,53.2,0.0,6.7,-0.5,53.8,0.0,6.77,-0.5,53.7,0.0,6.76,-0.5,54.5,0.0,6.86,-0.5,52.0,0.0,6.73,0.0
202602201309,2026-02-20,13,09R,,backfill-from-daily,,49.5,2.5,6.66,-0.5,53.5,0.0,6.77,-0.5,52.8,0.0,6.77,-0.5,52.0,0.0,6.77,-0.5,51.5,0.5,6.74,-0.5,51.0,1.0,6.75,-0.5
202602201310,2026-02-20,13,10R,,backfill-from-daily,,52.0,0.0,6.69,-0.5,52.0,0.0,6.72,-0.5,54.0,0.0,6.73,-0.5,52.1,0.0,6.72,-0.5,52.4,0.0,6.77,-0.5,52.9,0.0,6.72,-0.5
202602201311,2026-02-20,13,11R,,backfill-from-daily,,52.0,0.0,6.69,-0.5,52.6,0.0,6.75,-0.5,51.0,1.0,6.74,-0.5,52.0,0.0,6.72,-0.5,53.3,0.0,6.71,-0.5,52.4,0.0,6.75,-0.5
202602201312,2026-02-20,13,12R,,backfill-from-daily,,52.0,0.0,6.69,-0.5,54.2,0.0,6.69,-0.5,52.0,0.0,6.81,-0.5,52.0,0.0,6.71,-0.5,52.4,0.0,6.78,-0.5,52.0,0.0,6.76,0.0
202602201701,2026-02-20,17,01R,,backfill-from-daily,,52.1,0.0,6.61,-0.5,52.0,0.0,6.57,-0.5,54.8,0.0,6.64,-0.5,53.9,0.0,6.68,-0.5,52.0,0.0,6.7,-0.5,52.0,0.0,6.68,-0.5
202602201702,2026-02-20,17,02R,,backfill-from-daily,,53.0,0.0,6.62,0.0,53.4,0.0,6.73,-0.5,54.8,0.0,6.72,-0.5,53.2,0.0,6.69,0.0,52.5,0.0,6.61,-0.5,52.0,0.0,6.73,-0.5
202602201703,2026-02-20,17,03R,,backfill-from-daily,,52.0,0.0,6.69,-0.5,52.3,0.0,6.63,0.0,51.0,1.0,6.68,-0.5,51.5,0.5,6.67,-0.5,56.1,0.0,6.65,0.0,54.1,0.0,6.69,-0.5
202602201704,2026-02-20,17,04R,,backfill-from-daily,,52.7,0.0,6.62,-0.5,54.5,0.0,6.7,0.0,53.8,0.0,6.74,-0.5,52.0,0.0,6.75,0.0,55.9,0.0,6.73,-0.5,56.5,0.0,6.75,-0.5
202602201705,2026-02-20,17,05R,,backfill-from-daily,,52.2,0.0,6.67,-0.5,54.1,0.0,6.7,0.0,52.0,0.0,6.72,-0.5,52.0,0.0,6.7,-0.5,52.3,0.0,6.83,-0.5,55.0,0.0,6.79,-0.5
202602201706,2026-02-20,17,06R,,backfill-from-daily,,50.5,1.5,6.62,0.0,56.0,0.0,6.78,-0.5,54.3,0.0,6.75,0.0,53.4,0.0,6.66,0.0,52.0,0.0,6.67,-0.5,52.8,0.0,6.75,-0.5
202602201707,2026-02-20,17,07R,,backfill-from-daily,,54.8,0.0,6.76,-0.5,52.1,0.0,6.64,0.0,53.5,0.0,6.68,0.0,55.7,0.0,6.76,-0.5,54.8,0.0,6.72,-0.5,52.5,0.0,6.73,0.0
202602201708,2026-02-20,17,08R,,backfill-from-daily,,52.5,0.0,6.61,-0.5,53.9,0.0,6.73,-0.5,52.0,0.0,6.69,-0.5,55.1,0.0,6.76,-0.5,52.0,0.0,6.71,-0.5,58.6,0.0,6.78,-0.5
202602201709,2026-02-20,17,09R,,backfill-from-daily,,52.2,0.0,6.74,-0.5,51.5,0.5,6.69,-0.5,52.0,0.0,6.73,-0.5,54.8,0.0,6.7,-0.5,51.5,0.5,6.69,-0.5,51.0,1.0,6.78,0.0
202602201710,2026-02-20,17,10R,,backfill-from-daily,,52.0,0.0,6.7,-0.5,52.0,0.0,6.72,-0.5,52.8,0.0,6.76,-0.5,52.7,0.0,6.69,0.0,51.0,1.0,6.72,-0.5,53.4,0.0,6.8,-0.5
202602201711,2026-02-20,17,11R,,backfill-from-daily,,55.9,0.0,6.75,-0.5,56.1,0.0,6.75,0.0,52.8,0.0,6.81,-0.5,52.1,0.0,6.73,-0.5,53.0,0.0,6.71,0.0,52.0,0.0,6.75,-0.5
