レースコード,タイトル,レース日,レース場,レース回,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃),艇1_艇番,艇1_コース,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト調整,艇1_スタート展示,艇2_艇番,艇2_コース,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト調整,艇2_スタート展示,艇3_艇番,艇3_コース,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト調整,艇3_スタート展示,艇4_艇番,艇4_コース,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト調整,艇4_スタート展示,艇5_艇番,艇5_コース,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト調整,艇5_スタート展示,艇6_艇番,艇6_コース,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト調整,艇6_スタート展示
201812150201,Ｇ３オールレディース・サンケイスポーツ杯,2018-12-15,2,01R,5.0,,2.0,1,8.0,6.0,1,1,47.4,0.0,6.86,-0.5,0.01,2,2,46.5,0.5,6.84,-0.5,0.28,3,3,52.6,0.0,6.95,-0.5,0.26,4,4,48.6,0.0,6.88,-0.5,0.07,5,5,53.3,0.0,6.84,-0.5,0.06,6,6,57.0,0.0,6.85,-0.5,0.05
201812150202,Ｇ３オールレディース・サンケイスポーツ杯,2018-12-15,2,02R,6.0,,3.0,1,7.0,6.0,1,1,46.5,0.5,6.88,-0.5,-0.01,2,2,45.5,1.5,6.9,-0.5,0.15,3,5,48.7,0.0,6.9,-0.5,0.01,4,3,46.5,0.5,6.94,-0.5,0.01,5,6,45.5,1.5,6.87,-0.5,0.05,6,4,46.0,1.0,6.85,-0.5,0.09
201812150203,Ｇ３オールレディース・サンケイスポーツ杯,2018-12-15,2,03R,5.0,,2.0,1,7.0,6.0,1,1,46.0,1.0,6.91,-0.5,0.07,2,2,48.9,0.0,6.89,-0.5,0.03,3,3,49.7,0.0,6.81,-0.5,0.1,4,4,44.5,2.5,6.77,-0.5,0.09,5,5,49.9,0.0,6.92,-0.5,0.29,6,6,46.0,1.0,6.81,-0.5,0.06
201812150204,Ｇ３オールレディース・サンケイスポーツ杯,2018-12-15,2,04R,5.0,,2.0,1,7.0,6.0,1,1,49.8,0.0,6.76,-0.5,-0.01,2,2,50.7,0.0,6.84,0.0,0.04,3,3,47.0,0.0,6.9,-0.5,0.08,4,4,46.0,1.0,6.9,-0.5,0.12,5,5,45.5,1.5,6.87,-0.5,0.07,6,6,45.5,1.5,6.87,-0.5,0.11
201812150205,Ｇ３オールレディース・サンケイスポーツ杯,2018-12-15,2,05R,4.0,,2.0,1,8.0,6.0,1,1,45.5,1.5,7.03,-0.5,0.17,2,2,47.0,0.0,6.96,-0.5,0.17,3,3,50.3,0.0,7.01,-0.5,0.15,4,4,46.5,0.5,7.07,-0.5,0.24,5,5,49.0,0.0,6.97,-0.5,0.25,6,6,47.0,0.0,6.92,-0.5,0.26
201812150206,Ｇ３オールレディース・サンケイスポーツ杯,2018-12-15,2,06R,4.0,,2.0,1,8.0,6.0,1,1,46.5,0.5,6.89,-0.5,0.15,2,2,45.5,1.5,6.86,-0.5,0.21,3,3,47.0,0.0,6.96,-0.5,0.17,4,4,46.0,1.0,6.84,-0.5,0.17,5,5,47.6,0.0,7.03,-0.5,0.12,6,6,45.5,1.5,6.87,-0.5,0.09
201812150207,Ｇ３オールレディース・サンケイスポーツ杯,2018-12-15,2,07R,6.0,,3.0,1,8.0,6.0,1,1,44.5,2.5,6.84,-0.5,0.08,2,2,49.7,0.0,7.06,-0.5,0.04,3,3,46.5,0.5,6.94,-0.5,-0.09,4,4,48.5,0.0,6.9,-0.5,0.18,5,5,49.5,0.0,6.94,-0.5,0.27,6,6,47.0,0.0,6.88,-0.5,0.12
201812150208,Ｇ３オールレディース・サンケイスポーツ杯,2018-12-15,2,08R,6.0,,3.0,1,8.0,6.0,1,1,46.5,0.5,6.88,-0.5,0.29,2,2,47.8,0.0,6.88,-0.5,0.25,3,3,46.0,1.0,6.74,-0.5,0.16,4,4,46.0,1.0,6.89,-0.5,0.06,5,5,47.0,0.0,6.89,-0.5,-0.05,6,6,48.6,0.0,6.8,-0.5,-0.07
201812150209,Ｇ３オールレディース・サンケイスポーツ杯,2018-12-15,2,09R,6.0,,3.0,1,8.0,6.0,1,1,48.1,0.0,6.81,-0.5,0.01,2,2,46.0,1.0,6.89,-0.5,0.29,3,3,49.8,0.0,6.78,-0.5,0.16,4,4,53.3,0.0,6.92,-0.5,-0.12,5,6,46.0,1.0,6.87,-0.5,-0.1,6,5,48.9,0.0,6.88,-0.5,-0.05
201812150210,Ｇ３オールレディース・サンケイスポーツ杯,2018-12-15,2,10R,5.0,,2.0,1,8.0,6.0,1,1,46.0,1.0,6.79,-0.5,0.08,2,2,46.0,1.0,6.92,-0.5,-0.02,3,3,45.5,1.5,6.95,-0.5,0.04,4,4,46.0,1.0,6.91,-0.5,0.01,5,5,47.0,0.0,6.91,-0.5,0.02,6,6,47.0,0.0,6.9,-0.5,-0.07
