レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202607310101,2026-07-31,01,1R,daily,67.18,24.15,42.32,9.37,47.56,5.79,50.0,10.39,50.0,4.48,54.18,48.68,17.5,38.4,8.51,42.67,5.19,50.0,10.39,50.0,4.48,46.07,50.87,18.29,42.32,9.37,60.24,7.33,50.0,10.39,50.0,4.48,49.86,50.2,18.04,46.24,10.24,64.41,7.83,50.0,10.39,50.0,4.48,50.99,46.88,16.85,42.32,9.37,46.0,5.6,50.0,10.39,50.0,4.48,46.69,35.49,12.76,36.44,8.07,51.01,6.2,50.0,10.39,50.0,4.48,41.9
202607310102,2026-07-31,01,2R,daily,67.18,24.15,46.24,10.24,63.36,7.71,50.0,10.39,50.0,4.48,56.97,48.68,17.5,44.28,9.81,62.17,7.56,50.0,10.39,50.0,4.48,49.74,50.87,18.29,40.36,8.94,49.72,6.05,50.0,10.39,50.0,4.48,48.15,50.2,18.04,38.4,8.51,42.1,5.12,50.0,10.39,50.0,4.48,46.54,46.88,16.85,38.4,8.51,50.14,6.1,50.0,10.39,50.0,4.48,46.32,35.49,12.76,42.32,9.37,59.07,7.18,50.0,10.39,50.0,4.48,44.19
202607310103,2026-07-31,01,3R,daily,67.18,24.15,44.28,9.81,48.97,5.96,50.0,10.39,50.0,4.48,54.79,48.68,17.5,50.16,11.11,48.77,5.93,50.0,10.39,50.0,4.48,49.41,50.87,18.29,52.12,11.55,51.06,6.21,50.0,10.39,50.0,4.48,50.91,50.2,18.04,46.24,10.24,37.91,4.61,50.0,10.39,50.0,4.48,47.77,46.88,16.85,52.12,11.55,73.78,8.97,50.0,10.39,50.0,4.48,52.24,35.49,12.76,44.28,9.81,27.81,3.38,50.0,10.39,50.0,4.48,40.82
202607310104,2026-07-31,01,4R,daily,67.18,24.15,46.24,10.24,55.73,6.78,50.0,10.39,50.0,4.48,56.04,48.68,17.5,46.24,10.24,67.81,8.25,50.0,10.39,50.0,4.48,50.86,50.87,18.29,40.36,8.94,47.08,5.73,50.0,10.39,50.0,4.48,47.82,50.2,18.04,46.24,10.24,41.25,5.02,50.0,10.39,50.0,4.48,48.17,46.88,16.85,42.32,9.37,33.99,4.13,50.0,10.39,50.0,4.48,45.23,35.49,12.76,48.2,10.68,48.09,5.85,50.0,10.39,50.0,4.48,44.15
202607310105,2026-07-31,01,5R,daily,67.18,24.15,44.28,9.81,51.32,6.24,50.0,10.39,50.0,4.48,55.07,48.68,17.5,42.32,9.37,51.31,6.24,50.0,10.39,50.0,4.48,47.98,50.87,18.29,44.28,9.81,44.78,5.45,50.0,10.39,50.0,4.48,48.41,50.2,18.04,44.28,9.81,75.53,9.19,50.0,10.39,50.0,4.48,51.91,46.88,16.85,40.36,8.94,41.29,5.02,50.0,10.39,50.0,4.48,45.68,35.49,12.76,36.44,8.07,45.15,5.49,50.0,10.39,50.0,4.48,41.19
202607310106,2026-07-31,01,6R,daily,67.18,24.15,48.2,10.68,55.38,6.74,50.0,10.39,50.0,4.48,56.43,48.68,17.5,40.36,8.94,43.31,5.27,50.0,10.39,50.0,4.48,46.58,50.87,18.29,38.4,8.51,42.1,5.12,50.0,10.39,50.0,4.48,46.78,50.2,18.04,38.4,8.51,42.67,5.19,50.0,10.39,50.0,4.48,46.61,46.88,16.85,40.36,8.94,39.86,4.85,50.0,10.39,50.0,4.48,45.51,35.49,12.76,38.4,8.51,63.78,7.76,50.0,10.39,50.0,4.48,43.89
202607310107,2026-07-31,01,7R,daily,67.18,24.15,48.2,10.68,47.41,5.77,50.0,10.39,50.0,4.48,55.46,48.68,17.5,38.4,8.51,50.14,6.1,50.0,10.39,50.0,4.48,46.97,50.87,18.29,56.04,12.41,46.38,5.64,50.0,10.39,50.0,4.48,51.21,50.2,18.04,38.4,8.51,29.62,3.6,50.0,10.39,50.0,4.48,45.02,46.88,16.85,44.28,9.81,48.97,5.96,50.0,10.39,50.0,4.48,47.49,35.49,12.76,48.2,10.68,31.07,3.78,50.0,10.39,50.0,4.48,42.08
202607310108,2026-07-31,01,8R,daily,67.18,24.15,46.24,10.24,37.91,4.61,50.0,10.39,50.0,4.48,53.87,48.68,17.5,42.32,9.37,60.24,7.33,50.0,10.39,50.0,4.48,49.07,50.87,18.29,42.32,9.37,59.07,7.18,50.0,10.39,50.0,4.48,49.72,50.2,18.04,42.32,9.37,52.36,6.37,50.0,10.39,50.0,4.48,48.66,46.88,16.85,44.28,9.81,55.18,6.71,50.0,10.39,50.0,4.48,48.24,35.49,12.76,46.24,10.24,67.81,8.25,50.0,10.39,50.0,4.48,46.12
202607310109,2026-07-31,01,9R,daily,67.18,24.15,46.24,10.24,64.41,7.83,50.0,10.39,50.0,4.48,57.1,48.68,17.5,46.24,10.24,41.25,5.02,50.0,10.39,50.0,4.48,47.63,50.87,18.29,48.2,10.68,34.54,4.2,50.0,10.39,50.0,4.48,48.04,50.2,18.04,40.36,8.94,41.29,5.02,50.0,10.39,50.0,4.48,46.88,46.88,16.85,46.24,10.24,63.36,7.71,50.0,10.39,50.0,4.48,49.67,35.49,12.76,50.16,11.11,48.77,5.93,50.0,10.39,50.0,4.48,44.67
202607310110,2026-07-31,01,10R,daily,67.18,24.15,46.24,10.24,58.67,7.14,50.0,10.39,50.0,4.48,56.4,48.68,17.5,52.12,11.55,43.82,5.33,50.0,10.39,50.0,4.48,49.24,50.87,18.29,48.2,10.68,48.09,5.85,50.0,10.39,50.0,4.48,49.68,50.2,18.04,44.28,9.81,62.17,7.56,50.0,10.39,50.0,4.48,50.28,46.88,16.85,42.32,9.37,47.56,5.79,50.0,10.39,50.0,4.48,46.88,35.49,12.76,42.32,9.37,51.31,6.24,50.0,10.39,50.0,4.48,43.24
202607310111,2026-07-31,01,11R,daily,67.18,24.15,40.36,8.94,49.72,6.05,50.0,10.39,50.0,4.48,54.01,48.68,17.5,54.08,11.98,33.63,4.09,50.0,10.39,50.0,4.48,48.44,50.87,18.29,42.32,9.37,46.0,5.6,50.0,10.39,50.0,4.48,48.13,50.2,18.04,52.12,11.55,51.06,6.21,50.0,10.39,50.0,4.48,50.67,46.88,16.85,44.28,9.81,51.32,6.24,50.0,10.39,50.0,4.48,47.77,35.49,12.76,40.36,8.94,47.08,5.73,50.0,10.39,50.0,4.48,42.29
