レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202607300401,2026-07-30,04,1R,daily,67.74,21.56,42.31,12.34,34.92,4.24,50.0,10.41,50.0,3.02,51.57,53.79,17.12,44.76,13.05,46.59,5.66,50.0,10.41,50.0,3.02,49.26,51.51,16.39,44.76,13.05,42.18,5.13,50.0,10.41,50.0,3.02,48.0,50.38,16.03,30.06,8.76,56.44,6.86,50.0,10.41,50.0,3.02,45.09,42.01,13.37,54.56,15.91,39.31,4.78,50.0,10.41,50.0,3.02,47.49,34.13,10.86,30.06,8.76,33.56,4.08,50.0,10.41,50.0,3.02,37.14
202607300401,2026-07-30,04,1R,realtime,67.74,21.56,42.31,12.34,31.75,3.86,52.7,10.98,55.55,3.35,52.08,53.79,17.12,44.76,13.05,48.2,5.86,65.58,13.66,41.28,2.49,52.18,51.51,16.39,44.76,13.05,45.59,5.54,43.11,8.98,53.58,3.23,47.2,50.38,16.03,30.06,8.76,59.86,7.28,41.2,8.58,52.16,3.15,43.8,42.01,13.37,54.56,15.91,36.46,4.43,54.4,11.33,64.47,3.89,48.93,34.13,10.86,30.06,8.76,32.68,3.97,43.02,8.96,32.73,1.98,34.53
202607300402,2026-07-30,04,2R,daily,67.74,21.56,34.96,10.19,42.62,5.18,50.0,10.41,50.0,3.02,50.36,53.79,17.12,52.11,15.19,54.83,6.66,50.0,10.41,50.0,3.02,52.41,51.51,16.39,42.31,12.34,64.12,7.79,50.0,10.41,50.0,3.02,49.95,50.38,16.03,30.06,8.76,57.72,7.02,50.0,10.41,50.0,3.02,45.25,42.01,13.37,34.96,10.19,49.82,6.06,50.0,10.41,50.0,3.02,43.05,34.13,10.86,34.96,10.19,47.4,5.76,50.0,10.41,50.0,3.02,40.25
202607300403,2026-07-30,04,3R,daily,67.74,21.56,34.96,10.19,48.99,5.95,50.0,10.41,50.0,3.02,51.14,53.79,17.12,66.81,19.48,46.32,5.63,50.0,10.41,50.0,3.02,55.66,51.51,16.39,47.21,13.76,42.68,5.19,50.0,10.41,50.0,3.02,48.78,50.38,16.03,49.66,14.48,79.33,9.64,50.0,10.41,50.0,3.02,53.59,42.01,13.37,32.51,9.48,56.87,6.91,50.0,10.41,50.0,3.02,43.19,34.13,10.86,52.11,15.19,45.04,5.48,50.0,10.41,50.0,3.02,44.96
202607300404,2026-07-30,04,4R,daily,67.74,21.56,37.41,10.91,68.89,8.37,50.0,10.41,50.0,3.02,54.27,53.79,17.12,37.41,10.91,53.23,6.47,50.0,10.41,50.0,3.02,47.93,51.51,16.39,47.21,13.76,56.39,6.85,50.0,10.41,50.0,3.02,50.44,50.38,16.03,47.21,13.76,42.99,5.23,50.0,10.41,50.0,3.02,48.46,42.01,13.37,47.21,13.76,45.84,5.57,50.0,10.41,50.0,3.02,46.14,34.13,10.86,57.01,16.62,51.05,6.21,50.0,10.41,50.0,3.02,47.12
202607300405,2026-07-30,04,5R,daily,67.74,21.56,47.21,13.76,55.42,6.74,50.0,10.41,50.0,3.02,55.49,53.79,17.12,44.76,13.05,49.83,6.06,50.0,10.41,50.0,3.02,49.66,51.51,16.39,37.41,10.91,54.96,6.68,50.0,10.41,50.0,3.02,47.41,50.38,16.03,44.76,13.05,42.18,5.13,50.0,10.41,50.0,3.02,47.64,42.01,13.37,30.06,8.76,33.56,4.08,50.0,10.41,50.0,3.02,39.65,34.13,10.86,52.11,15.19,31.17,3.79,50.0,10.41,50.0,3.02,43.27
202607300406,2026-07-30,04,6R,daily,67.74,21.56,54.56,15.91,95.58,11.62,50.0,10.41,50.0,3.02,62.52,53.79,17.12,47.21,13.76,63.29,7.69,50.0,10.41,50.0,3.02,52.01,51.51,16.39,32.51,9.48,57.66,7.01,50.0,10.41,50.0,3.02,46.31,50.38,16.03,34.96,10.19,42.62,5.18,50.0,10.41,50.0,3.02,44.84,42.01,13.37,30.06,8.76,57.72,7.02,50.0,10.41,50.0,3.02,42.58,34.13,10.86,54.56,15.91,56.39,6.85,50.0,10.41,50.0,3.02,47.05
202607300407,2026-07-30,04,7R,daily,67.74,21.56,32.51,9.48,56.87,6.91,50.0,10.41,50.0,3.02,51.38,53.79,17.12,49.66,14.48,54.47,6.62,50.0,10.41,50.0,3.02,51.65,51.51,16.39,42.31,12.34,34.92,4.24,50.0,10.41,50.0,3.02,46.4,50.38,16.03,49.66,14.48,57.1,6.94,50.0,10.41,50.0,3.02,50.88,42.01,13.37,34.96,10.19,47.4,5.76,50.0,10.41,50.0,3.02,42.76,34.13,10.86,47.21,13.76,63.09,7.67,50.0,10.41,50.0,3.02,45.73
202607300408,2026-07-30,04,8R,daily,67.74,21.56,47.21,13.76,45.84,5.57,50.0,10.41,50.0,3.02,54.33,53.79,17.12,47.21,13.76,42.68,5.19,50.0,10.41,50.0,3.02,49.5,51.51,16.39,34.96,10.19,49.82,6.06,50.0,10.41,50.0,3.02,46.07,50.38,16.03,37.41,10.91,53.23,6.47,50.0,10.41,50.0,3.02,46.84,42.01,13.37,30.06,8.76,56.44,6.86,50.0,10.41,50.0,3.02,42.43,34.13,10.86,52.11,15.19,32.46,3.95,50.0,10.41,50.0,3.02,43.43
202607300409,2026-07-30,04,9R,daily,67.74,21.56,47.21,13.76,56.39,6.85,50.0,10.41,50.0,3.02,55.61,53.79,17.12,49.66,14.48,52.83,6.42,50.0,10.41,50.0,3.02,51.45,51.51,16.39,47.21,13.76,42.99,5.23,50.0,10.41,50.0,3.02,48.81,50.38,16.03,54.56,15.91,39.31,4.78,50.0,10.41,50.0,3.02,50.15,42.01,13.37,47.21,13.76,55.42,6.74,50.0,10.41,50.0,3.02,47.3,34.13,10.86,34.96,10.19,48.99,5.95,50.0,10.41,50.0,3.02,40.44
202607300410,2026-07-30,04,10R,daily,67.74,21.56,49.66,14.48,79.33,9.64,50.0,10.41,50.0,3.02,59.11,53.79,17.12,42.31,12.34,64.12,7.79,50.0,10.41,50.0,3.02,50.68,51.51,16.39,37.41,10.91,68.89,8.37,50.0,10.41,50.0,3.02,49.1,50.38,16.03,66.81,19.48,46.32,5.63,50.0,10.41,50.0,3.02,54.57,42.01,13.37,44.76,13.05,49.83,6.06,50.0,10.41,50.0,3.02,45.91,34.13,10.86,52.11,15.19,54.83,6.66,50.0,10.41,50.0,3.02,46.15
202607300411,2026-07-30,04,11R,daily,67.74,21.56,49.66,14.48,57.1,6.94,50.0,10.41,50.0,3.02,56.41,53.79,17.12,37.41,10.91,54.96,6.68,50.0,10.41,50.0,3.02,48.14,51.51,16.39,54.56,15.91,95.58,11.62,50.0,10.41,50.0,3.02,57.35,50.38,16.03,47.21,13.76,63.29,7.69,50.0,10.41,50.0,3.02,50.92,42.01,13.37,49.66,14.48,54.47,6.62,50.0,10.41,50.0,3.02,47.9,34.13,10.86,44.76,13.05,46.59,5.66,50.0,10.41,50.0,3.02,43.01
202607300412,2026-07-30,04,12R,daily,67.74,21.56,57.01,16.62,58.09,7.06,50.0,10.41,50.0,3.02,58.67,53.79,17.12,52.11,15.19,58.9,7.16,50.0,10.41,50.0,3.02,52.9,51.51,16.39,47.21,13.76,53.51,6.5,50.0,10.41,50.0,3.02,50.09,50.38,16.03,59.46,17.34,43.76,5.32,50.0,10.41,50.0,3.02,52.12,42.01,13.37,66.81,19.48,52.65,6.4,50.0,10.41,50.0,3.02,52.68,34.13,10.86,49.66,14.48,49.06,5.96,50.0,10.41,50.0,3.02,44.73
202607300801,2026-07-30,08,1R,daily,68.66,26.13,47.98,9.54,41.58,3.29,50.0,12.28,50.0,4.79,56.03,51.41,19.57,40.36,8.03,40.89,3.24,50.0,12.28,50.0,4.79,47.9,50.19,19.1,44.17,8.79,51.64,4.08,50.0,12.28,50.0,4.79,49.04,48.07,18.29,36.55,7.27,48.09,3.8,50.0,12.28,50.0,4.79,46.44,44.2,16.82,36.55,7.27,50.03,3.96,50.0,12.28,50.0,4.79,45.12,36.98,14.07,44.17,8.79,45.72,3.62,50.0,12.28,50.0,4.79,43.55
202607300801,2026-07-30,08,1R,realtime,68.66,26.13,47.98,9.54,40.32,3.19,60.79,14.93,49.89,4.78,58.57,51.41,19.57,40.36,8.03,51.09,4.04,55.67,13.67,56.86,5.45,50.75,50.19,19.1,44.17,8.79,51.04,4.04,46.21,11.35,58.38,5.59,48.87,48.07,18.29,36.55,7.27,54.44,4.31,47.35,11.63,48.76,4.67,46.17,44.2,16.82,36.55,7.27,49.88,3.95,49.08,12.05,43.76,4.19,44.28,36.98,14.07,44.17,8.79,53.26,4.21,40.99,10.07,42.28,4.05,41.19
202607300802,2026-07-30,08,2R,daily,68.66,26.13,46.08,9.16,29.92,2.37,50.0,12.28,50.0,4.79,54.73,51.41,19.57,47.98,9.54,44.13,3.49,50.0,12.28,50.0,4.79,49.67,50.19,19.1,46.08,9.16,40.49,3.2,50.0,12.28,50.0,4.79,48.54,48.07,18.29,49.89,9.92,39.69,3.14,50.0,12.28,50.0,4.79,48.43,44.2,16.82,49.89,9.92,47.21,3.73,50.0,12.28,50.0,4.79,47.55,36.98,14.07,49.89,9.92,43.29,3.42,50.0,12.28,50.0,4.79,44.49
202607300802,2026-07-30,08,2R,realtime,68.66,26.13,46.08,9.16,42.95,3.4,47.25,11.6,49.89,4.78,55.08,51.41,19.57,47.98,9.54,35.37,2.8,46.47,11.41,56.86,5.45,48.77,50.19,19.1,46.08,9.16,49.38,3.91,46.36,11.39,58.38,5.59,49.15,48.07,18.29,49.89,9.92,48.2,3.81,57.46,14.11,48.76,4.67,50.81,44.2,16.82,49.89,9.92,48.74,3.86,36.68,9.01,43.76,4.19,43.8,36.98,14.07,49.89,9.92,39.8,3.15,65.86,16.18,42.28,4.05,47.37
202607300803,2026-07-30,08,3R,daily,68.66,26.13,44.17,8.79,37.27,2.95,50.0,12.28,50.0,4.79,54.94,51.41,19.57,49.89,9.92,53.41,4.23,50.0,12.28,50.0,4.79,50.78,50.19,19.1,38.45,7.65,52.83,4.18,50.0,12.28,50.0,4.79,48.0,48.07,18.29,44.17,8.79,41.91,3.32,50.0,12.28,50.0,4.79,47.46,44.2,16.82,36.55,7.27,49.83,3.94,50.0,12.28,50.0,4.79,45.1,36.98,14.07,55.61,11.06,54.48,4.31,50.0,12.28,50.0,4.79,46.51
202607300803,2026-07-30,08,3R,realtime,68.66,26.13,44.17,8.79,34.61,2.74,60.32,14.81,52.16,5.0,57.47,51.41,19.57,49.89,9.92,49.07,3.88,51.7,12.7,53.84,5.16,51.23,50.19,19.1,38.45,7.65,56.31,4.45,43.19,10.61,58.96,5.65,47.46,48.07,18.29,44.17,8.79,41.42,3.28,49.7,12.21,48.76,4.67,47.23,44.2,16.82,36.55,7.27,57.59,4.56,45.42,11.16,42.72,4.09,43.9,36.98,14.07,55.61,11.06,50.25,3.98,49.76,12.22,43.5,4.17,45.5
202607300804,2026-07-30,08,4R,daily,68.66,26.13,44.17,8.79,31.75,2.51,50.0,12.28,50.0,4.79,54.5,51.41,19.57,34.64,6.89,33.12,2.62,50.0,12.28,50.0,4.79,46.15,50.19,19.1,47.98,9.54,27.31,2.16,50.0,12.28,50.0,4.79,47.88,48.07,18.29,47.98,9.54,46.93,3.71,50.0,12.28,50.0,4.79,48.62,44.2,16.82,46.08,9.16,44.3,3.5,50.0,12.28,50.0,4.79,46.56,36.98,14.07,47.98,9.54,35.67,2.82,50.0,12.28,50.0,4.79,43.51
202607300805,2026-07-30,08,5R,daily,68.66,26.13,47.98,9.54,47.34,3.75,50.0,12.28,50.0,4.79,56.49,51.41,19.57,51.8,10.3,41.35,3.27,50.0,12.28,50.0,4.79,50.21,50.19,19.1,36.55,7.27,59.55,4.71,50.0,12.28,50.0,4.79,48.15,48.07,18.29,47.98,9.54,49.82,3.94,50.0,12.28,50.0,4.79,48.85,44.2,16.82,47.98,9.54,40.13,3.17,50.0,12.28,50.0,4.79,46.61,36.98,14.07,36.55,7.27,35.76,2.83,50.0,12.28,50.0,4.79,41.24
202607300806,2026-07-30,08,6R,daily,68.66,26.13,47.98,9.54,46.62,3.69,50.0,12.28,50.0,4.79,56.43,51.41,19.57,44.17,8.79,52.21,4.13,50.0,12.28,50.0,4.79,49.55,50.19,19.1,51.8,10.3,46.48,3.68,50.0,12.28,50.0,4.79,50.15,48.07,18.29,44.17,8.79,51.64,4.08,50.0,12.28,50.0,4.79,48.23,44.2,16.82,46.08,9.16,31.96,2.53,50.0,12.28,50.0,4.79,45.59,36.98,14.07,38.45,7.65,50.72,4.01,50.0,12.28,50.0,4.79,42.8
202607300807,2026-07-30,08,7R,daily,68.66,26.13,47.98,9.54,44.13,3.49,50.0,12.28,50.0,4.79,56.24,51.41,19.57,46.08,9.16,47.97,3.8,50.0,12.28,50.0,4.79,49.6,50.19,19.1,46.08,9.16,50.26,3.98,50.0,12.28,50.0,4.79,49.31,48.07,18.29,40.36,8.03,44.61,3.53,50.0,12.28,50.0,4.79,46.92,44.2,16.82,57.52,11.44,48.36,3.83,50.0,12.28,50.0,4.79,49.16,36.98,14.07,40.36,8.03,40.89,3.24,50.0,12.28,50.0,4.79,42.41
202607300808,2026-07-30,08,8R,daily,68.66,26.13,46.08,9.16,61.94,4.9,50.0,12.28,50.0,4.79,57.27,51.41,19.57,49.89,9.92,44.06,3.49,50.0,12.28,50.0,4.79,50.04,50.19,19.1,36.55,7.27,50.03,3.96,50.0,12.28,50.0,4.79,47.4,48.07,18.29,49.89,9.92,43.29,3.42,50.0,12.28,50.0,4.79,48.71,44.2,16.82,38.45,7.65,52.83,4.18,50.0,12.28,50.0,4.79,45.72,36.98,14.07,44.17,8.79,36.76,2.91,50.0,12.28,50.0,4.79,42.84
202607300809,2026-07-30,08,9R,daily,68.66,26.13,47.98,9.54,46.93,3.71,50.0,12.28,50.0,4.79,56.46,51.41,19.57,36.55,7.27,48.09,3.8,50.0,12.28,50.0,4.79,47.71,50.19,19.1,46.08,9.16,29.92,2.37,50.0,12.28,50.0,4.79,47.71,48.07,18.29,36.55,7.27,49.83,3.94,50.0,12.28,50.0,4.79,46.57,44.2,16.82,47.98,9.54,47.34,3.75,50.0,12.28,50.0,4.79,47.18,36.98,14.07,46.08,9.16,50.05,3.96,50.0,12.28,50.0,4.79,44.27
202607300810,2026-07-30,08,10R,daily,68.66,26.13,47.98,9.54,40.13,3.17,50.0,12.28,50.0,4.79,55.92,51.41,19.57,44.17,8.79,45.72,3.62,50.0,12.28,50.0,4.79,49.04,50.19,19.1,49.89,9.92,39.69,3.14,50.0,12.28,50.0,4.79,49.24,48.07,18.29,46.08,9.16,31.96,2.53,50.0,12.28,50.0,4.79,47.06,44.2,16.82,44.17,8.79,37.27,2.95,50.0,12.28,50.0,4.79,45.63,36.98,14.07,34.64,6.89,33.12,2.62,50.0,12.28,50.0,4.79,40.65
202607300811,2026-07-30,08,11R,daily,68.66,26.13,44.17,8.79,41.91,3.32,50.0,12.28,50.0,4.79,55.3,51.41,19.57,44.17,8.79,47.68,3.77,50.0,12.28,50.0,4.79,49.19,50.19,19.1,46.08,9.16,30.01,2.37,50.0,12.28,50.0,4.79,47.71,48.07,18.29,47.98,9.54,27.31,2.16,50.0,12.28,50.0,4.79,47.07,44.2,16.82,47.98,9.54,41.58,3.29,50.0,12.28,50.0,4.79,46.73,36.98,14.07,46.08,9.16,47.97,3.8,50.0,12.28,50.0,4.79,44.1
202607300812,2026-07-30,08,12R,daily,68.66,26.13,57.52,11.44,48.36,3.83,50.0,12.28,50.0,4.79,58.47,51.41,19.57,55.61,11.06,54.48,4.31,50.0,12.28,50.0,4.79,52.01,50.19,19.1,47.98,9.54,35.67,2.82,50.0,12.28,50.0,4.79,48.54,48.07,18.29,44.17,8.79,36.76,2.91,50.0,12.28,50.0,4.79,47.06,44.2,16.82,47.98,9.54,46.62,3.69,50.0,12.28,50.0,4.79,47.12,36.98,14.07,47.98,9.54,49.82,3.94,50.0,12.28,50.0,4.79,44.63
202607301001,2026-07-30,10,1R,daily,67.54,25.9,53.38,15.16,62.95,5.26,50.0,8.46,50.0,3.99,58.77,52.66,20.19,42.13,11.97,40.44,3.38,50.0,8.46,50.0,3.99,47.98,50.78,19.47,42.13,11.97,50.01,4.18,50.0,8.46,50.0,3.99,48.06,47.83,18.34,44.94,12.77,37.52,3.14,50.0,8.46,50.0,3.99,46.69,43.93,16.85,44.94,12.77,52.69,4.4,50.0,8.46,50.0,3.99,46.46,36.87,14.14,50.57,14.36,40.09,3.35,50.0,8.46,50.0,3.99,44.3
202607301001,2026-07-30,10,1R,realtime,67.54,25.9,53.38,15.16,67.54,5.64,73.05,12.35,41.86,3.34,62.4,52.66,20.19,42.13,11.97,33.01,2.76,53.27,9.01,48.15,3.84,47.77,50.78,19.47,42.13,11.97,53.08,4.44,31.64,5.35,65.08,5.19,46.42,47.83,18.34,44.94,12.77,38.63,3.23,43.29,7.32,58.07,4.63,46.29,43.93,16.85,44.94,12.77,57.85,4.83,47.98,8.11,45.5,3.63,46.19,36.87,14.14,50.57,14.36,39.36,3.29,50.84,8.6,41.47,3.31,43.7
202607301002,2026-07-30,10,2R,daily,67.54,25.9,56.19,15.96,61.16,5.11,50.0,8.46,50.0,3.99,59.42,52.66,20.19,59.0,16.76,25.08,2.1,50.0,8.46,50.0,3.99,51.5,50.78,19.47,44.94,12.77,54.14,4.52,50.0,8.46,50.0,3.99,49.21,47.83,18.34,42.13,11.97,39.57,3.31,50.0,8.46,50.0,3.99,46.06,43.93,16.85,44.94,12.77,46.21,3.86,50.0,8.46,50.0,3.99,45.92,36.87,14.14,28.06,7.97,51.11,4.27,50.0,8.46,50.0,3.99,38.83
202607301002,2026-07-30,10,2R,realtime,67.54,25.9,56.19,15.96,57.3,4.79,52.64,8.9,41.86,3.34,58.89,52.66,20.19,59.0,16.76,29.47,2.46,43.53,7.36,48.15,3.84,50.62,50.78,19.47,44.94,12.77,58.35,4.88,63.47,10.73,65.08,5.19,53.04,47.83,18.34,42.13,11.97,39.87,3.33,57.78,9.77,58.07,4.63,48.04,43.93,16.85,44.94,12.77,51.8,4.33,36.82,6.23,45.5,3.63,43.8,36.87,14.14,28.06,7.97,39.8,3.33,45.81,7.75,41.47,3.31,36.49
202607301003,2026-07-30,10,3R,daily,67.54,25.9,59.0,16.76,31.9,2.67,50.0,8.46,50.0,3.99,57.77,52.66,20.19,42.13,11.97,58.83,4.92,50.0,8.46,50.0,3.99,49.52,50.78,19.47,56.19,15.96,43.47,3.63,50.0,8.46,50.0,3.99,51.51,47.83,18.34,42.13,11.97,35.78,2.99,50.0,8.46,50.0,3.99,45.74,43.93,16.85,39.31,11.17,81.91,6.84,50.0,8.46,50.0,3.99,47.3,36.87,14.14,44.94,12.77,46.04,3.85,50.0,8.46,50.0,3.99,43.2
