レースコード,レース日,レース場,レース回,ステータス,計測数,計測項目1,計測項目2,計測項目3,艇1_選手名,艇1_値1,艇1_値2,艇1_値3,艇2_選手名,艇2_値1,艇2_値2,艇2_値3,艇3_選手名,艇3_値1,艇3_値2,艇3_値3,艇4_選手名,艇4_値1,艇4_値2,艇4_値3,艇5_選手名,艇5_値1,艇5_値2,艇5_値3,艇6_選手名,艇6_値1,艇6_値2,艇6_値3
202407220201,2024-07-22,2,01R,1,3,一周,まわり足,直線,田村 美和,37.73,5.51,7.13,谷口 佳蓮,38.44,5.7,7.1,中田 夕貴,38.02,5.5,7.06,門田 栞,37.83,5.9,7.1,野田 彩加,38.03,5.91,7.28,岩崎 麗子,38.59,5.93,7.14
202407220202,2024-07-22,2,02R,1,3,一周,まわり足,直線,武井 莉里佳,37.59,5.95,7.04,松瀬 弘美,37.83,5.53,7.08,前田 紗希,38.16,5.57,7.18,菅野 はやか,38.46,6.07,7.1,山崎 小葉音,38.33,5.74,7.27,長嶋 万記,37.99,5.57,7.2
202407220203,2024-07-22,2,03R,1,3,一周,まわり足,直線,村上 奈穂,37.27,5.85,7.06,若狭 奈美子,38.04,5.76,7.09,西澤 日花里,37.85,5.74,7.27,寺島 美里,38.22,5.94,7.16,清埜 翔子,37.75,5.64,7.08,薮内 瑞希,38.28,5.5,7.07
202407220204,2024-07-22,2,04R,1,3,一周,まわり足,直線,福山 恵里奈,37.94,5.9,7.07,浜田 亜理沙,38.37,5.74,7.14,蜂須 瑞生,37.99,5.66,7.15,高石 梨菜,38.32,5.79,7.2,登 みひ果,38.71,5.97,7.21,間庭 菜摘,38.04,6.01,7.2
202407220205,2024-07-22,2,05R,1,3,一周,まわり足,直線,樋口 由加里,37.48,5.88,7.14,向井田 真紀,38.1,6.03,6.99,永井 聖美,37.93,5.77,7.16,魚谷 香織,38.27,5.55,7.17,田村 美和,37.66,5.51,7.19,刑部 亜里紗,37.9,5.57,7.23
202407220206,2024-07-22,2,06R,1,3,一周,まわり足,直線,神里 琴音,37.28,5.55,7.01,渡邉 真奈美,38.35,5.74,7.09,門田 栞,38.23,5.53,7.03,廣中 智紗衣,37.78,5.4,7.23,大豆生田 蒼,37.7,5.78,7.18,宮崎 つぐみ,37.81,5.69,7.15
202407220207,2024-07-22,2,07R,1,3,一周,まわり足,直線,金田 幸子,38.13,7.2,6.87,稲生 夏季,37.97,6.17,7.03,柴田 百恵,37.8,5.71,7.31,武井 莉里佳,37.99,6.31,7.1,西澤 日花里,38.26,5.78,7.39,森 陽多,37.85,6.01,7.13
202407220208,2024-07-22,2,08R,1,3,一周,まわり足,直線,野田 彩加,37.88,5.93,7.11,寺島 美里,38.05,5.87,7.21,山崎 小葉音,37.92,5.73,7.2,池田 奈津美,38.06,5.6,7.32,津田 裕絵,38.91,5.65,7.4,實森 美祐,38.55,6.3,7.1
202407220209,2024-07-22,2,09R,1,3,一周,まわり足,直線,前田 紗希,37.84,5.99,7.06,蜂須 瑞生,37.99,5.6,7.17,樋口 由加里,37.89,5.74,7.21,前原 哉,37.3,5.54,7.17,小野 桜,37.61,5.5,7.33,北村 寧々,37.27,5.6,7.16
202407220210,2024-07-22,2,10R,1,3,一周,まわり足,直線,菅野 はやか,37.79,5.87,7.1,永井 聖美,37.9,5.8,7.13,大豆生田 蒼,37.5,5.8,7.27,長尾 萌加,37.89,5.73,7.1,浜田 亜理沙,38.5,5.77,7.2,若狭 奈美子,38.13,5.8,7.13
202407220211,2024-07-22,2,11R,1,3,一周,まわり足,直線,清埜 翔子,37.26,5.52,7.09,金田 幸子,37.23,6.1,7.0,刑部 亜里紗,37.77,6.27,7.13,間庭 菜摘,37.46,5.93,6.98,松瀬 弘美,37.91,5.93,6.97,廣中 智紗衣,37.48,5.45,7.13
202407220212,2024-07-22,2,12R,1,3,一周,まわり足,直線,魚谷 香織,37.36,5.64,7.04,長嶋 万記,38.03,5.5,7.01,薮内 瑞希,37.53,5.67,6.96,柴田 百恵,37.87,5.6,7.1,實森 美祐,37.79,5.72,6.97,高石 梨菜,38.51,5.7,7.15
202407220601,2024-07-22,6,01R,1,3,一周,まわり足,直線,山本 景士郎,38.15,5.81,7.94,鈴木 峻佑,38.14,5.81,7.8,楠 将太郎,37.58,5.73,7.81,石田 勇斗,38.17,5.79,7.89,小松 卓司,38.47,5.83,7.95,中村 紋夕梨,38.16,6.03,7.81
202407220602,2024-07-22,6,02R,1,3,一周,まわり足,直線,羽野 諒,37.79,6.0,7.93,都築 正治,38.02,5.88,7.86,服部 剛,38.66,5.82,7.91,佐藤 駿介,38.41,5.75,7.78,中嶋 世奈,38.54,6.2,7.71,渡邉 睦広,38.23,6.23,7.8
202407220603,2024-07-22,6,03R,1,3,一周,まわり足,直線,岡村 将也,36.8,5.66,7.88,松下 哲也,38.53,5.99,7.9,中村 晃朋,38.13,6.03,7.9,加藤 翔,38.05,5.89,7.85,山下 流心,37.97,5.84,7.92,加藤 高史,37.74,5.96,7.9
202407220604,2024-07-22,6,04R,1,3,一周,まわり足,直線,前野 竜一,38.09,5.51,8.01,小川 日紀太,38.35,6.22,7.75,川井 萌,38.83,6.23,7.8,川原 正明,38.43,5.76,7.97,鈴木 智啓,38.4,6.16,7.97,井澤 聖奈,38.57,6.2,7.69
202407220605,2024-07-22,6,05R,1,3,一周,まわり足,直線,鈴木 賢一,37.81,5.7,7.76,羽田 妃希,38.23,5.88,7.6,関野 文,37.98,5.81,7.71,鈴木 峻佑,38.3,5.73,7.59,三木 晴斗,37.84,5.61,7.66,天野 友和,37.83,5.61,7.79
202407220606,2024-07-22,6,06R,1,3,一周,まわり足,直線,浅見 宗孝,38.16,5.7,7.87,小林 遼太,38.06,5.83,7.84,高憧 四季,37.81,5.59,7.73,都築 正治,38.21,5.83,7.82,中村 紋夕梨,37.98,5.96,7.75,石塚 久也,38.5,6.18,8.06
