レースコード,タイトル,日次,レース日,レース場,レース回,レース名,距離(m),天候,風向,風速(m),波の高さ(cm),決まり手,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気,1着_着順,1着_艇番,1着_登録番号,1着_選手名,1着_モーター番号,1着_ボート番号,1着_展示タイム,1着_進入コース,1着_スタートタイミング,1着_レースタイム,2着_着順,2着_艇番,2着_登録番号,2着_選手名,2着_モーター番号,2着_ボート番号,2着_展示タイム,2着_進入コース,2着_スタートタイミング,2着_レースタイム,3着_着順,3着_艇番,3着_登録番号,3着_選手名,3着_モーター番号,3着_ボート番号,3着_展示タイム,3着_進入コース,3着_スタートタイミング,3着_レースタイム,4着_着順,4着_艇番,4着_登録番号,4着_選手名,4着_モーター番号,4着_ボート番号,4着_展示タイム,4着_進入コース,4着_スタートタイミング,4着_レースタイム,5着_着順,5着_艇番,5着_登録番号,5着_選手名,5着_モーター番号,5着_ボート番号,5着_展示タイム,5着_進入コース,5着_スタートタイミング,5着_レースタイム,6着_着順,6着_艇番,6着_登録番号,6着_選手名,6着_モーター番号,6着_ボート番号,6着_展示タイム,6着_進入コース,6着_スタートタイミング,6着_レースタイム
202004132101,第１５回マリンテラスあしやカップ,第4日,2020/04/13,芦屋,01R,一般,1800,雨,北,8,8,逃げ,1,120,1,100,3,150,1-3,280,1,1-3,280,1,1-3,160,2,1-4,190,3,3-4,350,6,1-3-4,780,1,1-3-4,420,2,1,1,4376,藤 田 靖 弘,42,47,6.74,1,0.31,110.3,2,3,4656,大 崎 翔,11,15,6.85,3,0.23,111.3,3,4,4360,庄 司 孝 輔,57,45,6.78,4,0.24,113.2,4,6,3829,落 合 純,4,26,6.77,6,0.33,115.5,5,5,3889,須 藤 隆 雄,6,57,6.83,5,0.23,,6,2,4558,宮 野 仁,58,49,6.81,2,0.25,
202004132102,第１５回マリンテラスあしやカップ,第4日,2020/04/13,芦屋,02R,一般,1800,雨,北,8,8,,1,160,1,100,4,110,1-4,260,1,1-4,170,1,1-4,110,1,1-3,290,5,3-4,260,4,1-4-3,790,2,1-3-4,320,2,1,1,4543,重 木 輝 彦,40,11,6.67,1,0.18,108.9,2,4,3737,上 平 真 二,10,41,6.71,4,0.23,110.6,3,3,3867,松 浦 勝,1,36,6.73,2,0.14,111.5,4,5,4728,山 口 亮,54,40,6.75,5,0.17,113.2,5,2,4346,前 田 健太郎,9,60,6.8,3,0.18,,6,6,5028,原 田 才一郎,47,31,6.71,6,0.22,
202004132103,第１５回マリンテラスあしやカップ,第4日,2020/04/13,芦屋,03R,一般,1800,曇り,北,7,7,,2,430,2,150,1,120,2-1,770,4,1-2,330,2,1-2,120,2,2-3,130,3,1-3,100,1,2-1-3,1180,3,1-2-3,180,1,1,2,4036,金 田 諭,25,28,6.69,2,0.15,108.7,2,1,4319,三 宅 潤,37,39,6.74,1,0.16,110.8,3,3,4362,土 屋 智 則,35,24,6.64,3,0.15,112.0,4,5,4318,桑 原 将 光,27,68,6.82,5,0.22,113.2,5,6,3989,熊 本 英 一,53,16,6.76,6,0.3,,6,4,3658,阪 本 聖 秀,49,21,6.69,4,0.15,
202004132104,第１５回マリンテラスあしやカップ,第4日,2020/04/13,芦屋,04R,一般  進入固定,1800,曇り,北,7,7,逃げ,1,100,1,100,2,200,1-2,570,4,1-2,380,2,1-2,290,5,1-4,160,2,2-4,430,6,1-2-4,1590,6,1-2-4,730,3,1,1,3458,東 健 介,23,32,6.69,1,0.12,108.6,2,2,4555,富 永 大 一,15,66,6.73,2,0.14,110.2,3,4,4580,長谷川 雅 和,28,52,6.77,4,0.17,111.6,4,3,3284,渡 邊 伸太郎,39,44,6.74,3,0.13,113.6,5,5,4740,齋 藤 達 希,26,50,6.71,5,0.22,,6,6,5071,野見山 拓 己,2,29,6.82,6,0.27,
202004132105,第１５回マリンテラスあしやカップ,第4日,2020/04/13,芦屋,05R,一般,1800,雨,北,7,7,差し,2,250,2,100,1,100,2-1,300,2,1-2,120,1,1-2,110,1,2-3,250,6,1-3,180,4,2-1-3,820,4,1-2-3,260,2,1,2,4472,尾 嶋 一 広,52,42,6.71,2,0.07,108.9,2,1,4142,平 野 和 明,18,22,6.83,1,0.05,110.3,3,3,4663,籾 山 佳 岳,24,13,6.75,3,0.05,112.1,4,6,3445,加 藤 高 史,41,58,6.78,5,0.14,113.3,5,4,3434,松 尾 宣 邦,17,33,6.79,4,0.09,,6,5,3829,落 合 純,4,26,6.75,6,0.22,
202004132106,第１５回マリンテラスあしやカップ,第4日,2020/04/13,芦屋,06R,一般,1800,曇り,北,7,7,まくり,3,510,3,250,6,250,3-6,4110,13,3-6,3940,9,3-6,420,8,2-3,190,2,2-6,190,4,3-6-2,9420,34,2-3-6,800,4,1,3,4222,山 口 高 志,20,67,6.75,3,0.15,108.2,2,6,4067,永 井 源,59,69,6.82,6,0.09,111.4,3,2,4786,佐 藤 博 亮,16,27,6.76,2,0.21,112.8,4,1,4094,中 島 真 二,3,34,6.71,1,0.27,113.5,5,4,3855,大 熊 辰 弥,36,53,6.86,4,0.22,,6,5,4572,渡 部 悟,44,18,6.88,5,0.17,
202004132107,第１５回マリンテラスあしやカップ,第4日,2020/04/13,芦屋,07R,一般  進入固定,1800,雨,北,7,7,,2,340,2,190,1,100,2-1,1190,5,1-2,220,1,1-2,120,1,2-4,160,3,1-4,120,2,2-1-4,3020,10,1-2-4,240,1,1,2,4574,東 潤 樹,8,56,6.78,2,0.07,108.8,2,1,4360,庄 司 孝 輔,57,45,6.69,1,0.06,109.6,3,4,4122,安 東 幸 治,30,70,6.72,4,0.02,111.6,4,5,4346,前 田 健太郎,9,60,6.84,5,0.08,112.2,5,3,5028,原 田 才一郎,47,31,6.76,3,0.06,,6,6,4558,宮 野 仁,58,49,6.83,6,0.17,
202004132108,第１５回マリンテラスあしやカップ,第4日,2020/04/13,芦屋,08R,一般,1800,雨,北,8,8,逃げ,1,140,1,150,2,200,1-2,400,2,1-2,260,2,1-2,140,2,1-4,110,1,2-4,150,3,1-2-4,490,2,1-2-4,140,1,1,1,4336,松 田 竜 馬,32,37,6.81,1,0.16,117.1,2,2,4656,大 崎 翔,11,15,6.77,2,0.19,118.9,3,4,4053,芦 澤 望,33,61,6.74,4,0.23,122.8,4,5,4393,田 中 孝 明,51,23,6.8,5,0.31,125.4,5,6,5037,田 頭 虎 親,29,38,6.77,6,0.31,,,,,,,,,,,
202004132109,第１５回マリンテラスあしやカップ,第4日,2020/04/13,芦屋,09R,一般,1800,雨,北西,8,8,逃げ,1,160,1,130,2,190,1-2,540,2,1-2,430,3,1-2,180,3,1-3,150,2,2-3,130,1,1-2-3,960,2,1-2-3,240,1,1,1,3658,阪 本 聖 秀,49,21,6.73,1,0.08,108.5,2,2,4318,桑 原 将 光,27,68,6.92,2,0.09,110.0,3,3,3445,加 藤 高 史,41,58,6.82,3,0.11,110.9,4,6,3434,松 尾 宣 邦,17,33,6.84,4,0.17,111.6,5,5,4410,井 上 大 輔,60,62,6.91,5,0.19,,6,4,5071,野見山 拓 己,2,29,6.88,6,0.17,
202004132110,第１５回マリンテラスあしやカップ,第4日,2020/04/13,芦屋,10R,準優勝戦,1800,雨,北,8,8,,4,780,4,400,3,430,4-3,19860,17,3-4,5750,8,3-4,810,9,2-4,240,4,2-3,460,6,4-3-2,91570,68,2-3-4,8410,11,1,4,4222,山 口 高 志,20,67,6.75,4,0.11,108.1,2,3,3989,熊 本 英 一,53,16,6.78,3,0.17,109.9,3,2,3458,東 健 介,23,32,6.77,2,0.17,111.7,4,5,4543,重 木 輝 彦,40,11,6.76,5,0.25,112.5,5,6,4094,中 島 真 二,3,34,6.77,6,0.21,,6,1,4362,土 屋 智 則,35,24,6.71,1,0.17,
202004132111,第１５回マリンテラスあしやカップ,第4日,2020/04/13,芦屋,11R,準優勝戦,1800,雨,北,8,8,逃げ,1,100,1,100,2,150,1-2,210,1,1-2,180,1,1-2,160,2,1-5,530,8,2-5,1110,13,1-2-5,1650,7,1-2-5,1440,6,1,1,4472,尾 嶋 一 広,52,42,6.74,1,0.12,107.9,2,2,3284,渡 邊 伸太郎,39,44,6.82,2,0.19,109.3,3,5,4142,平 野 和 明,18,22,6.88,4,0.16,111.0,4,6,4786,佐 藤 博 亮,16,27,6.75,6,0.17,111.7,5,3,4122,安 東 幸 治,30,70,6.81,5,0.17,,6,4,4319,三 宅 潤,37,39,6.82,3,0.11,
202004132112,第１５回マリンテラスあしやカップ,第4日,2020/04/13,芦屋,12R,準優勝戦,1800,雨,北,8,8,逃げ,1,110,1,170,3,390,1-3,420,2,1-3,420,2,1-3,190,2,1-6,310,5,3-6,1280,11,1-3-6,2050,8,1-3-6,1010,6,1,1,3737,上 平 真 二,10,41,6.74,1,0.09,107.0,2,3,4067,永 井 源,59,69,6.77,3,0.17,109.4,3,6,4036,金 田 諭,25,28,6.73,6,0.18,110.6,4,2,4053,芦 澤 望,33,61,6.73,2,0.11,111.9,5,4,4376,藤 田 靖 弘,42,47,6.77,4,0.08,,6,5,4336,松 田 竜 馬,32,37,6.8,5,0.1,
202004131901,海響ドリームナイター３周年記念　山口新聞社杯,第1日,2020/04/13,下関,01R,シーモ戦,1800,雨,北,5,5,差し,5,970,5,170,1,100,5-1,2600,7,1-5,620,3,1-5,190,3,3-5,480,7,1-3,180,2,5-1-3,15960,35,1-3-5,650,3,1,5,4121,富 永 修 一,71,60,6.95,6,0.13,110.9,2,1,4475,末 永 祐 輝,16,59,6.86,1,0.26,112.4,3,3,4457,神 田 達 也,26,44,6.97,4,0.17,113.6,4,6,3066,田 中 定 雄,38,68,6.95,2,0.23,114.3,5,2,4729,佐 藤 謙史朗,23,64,6.83,3,0.25,,6,4,3644,矢 橋 成 介,39,32,6.92,5,0.23,
