レースコード,レース日,レース場,レース回,締切時刻,取得日時,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,複勝_3着_艇番,複勝_3着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気
202511182201,2025-11-18,22,01R,,,1,130,1,140,2,190,,,1-2,250,1,1=2,460,3,1=2,160,1,1=4,160,2,2=4,240,5,1-2-4,810,1,1=2=4,320,1
202511182202,2025-11-18,22,02R,,,1,170,1,110,2,290,,,1-2,1020,4,1=2,490,3,1=2,680,10,1=5,230,3,2=5,630,9,1-2-5,3310,14,1=2=5,1040,6
202511182203,2025-11-18,22,03R,,,1,240,1,150,2,180,,,1-2,870,5,1=2,290,1,1=2,160,2,1=5,280,6,2=5,180,4,1-2-5,2310,9,1=2=5,890,4
202511182204,2025-11-18,22,04R,,,2,370,2,100,1,130,,,2-1,840,4,1=2,350,1,1=2,200,4,2=5,270,6,1=5,200,3,2-1-5,2730,12,1=2=5,350,1
202511182205,2025-11-18,22,05R,,,4,920,4,220,2,260,,,4-2,4260,16,2=4,2220,10,2=4,400,8,3=4,270,5,2=3,260,3,4-2-3,11800,47,2=3=4,990,5
202511182206,2025-11-18,22,06R,,,3,200,3,130,1,120,,,3-1,1340,4,1=3,840,3,1=3,240,7,3=4,110,1,1=4,230,6,3-1-4,2340,9,1=3=4,300,1
202511182207,2025-11-18,22,07R,,,1,390,1,250,2,410,,,1-2,200,1,1=2,190,1,1=2,120,2,1=5,100,1,2=5,240,5,1-2-5,430,1,1=2=5,280,1
202511182208,2025-11-18,22,08R,,,1,110,1,110,2,170,,,1-2,210,1,1=2,170,1,1=2,130,1,1=3,240,4,2=3,360,6,1-2-3,580,2,1=2=3,270,2
202511182209,2025-11-18,22,09R,,,1,110,1,100,3,180,,,1-3,440,2,1=3,270,1,1=3,170,2,1=2,200,3,2=3,430,9,1-3-2,1340,5,1=2=3,490,2
202511182210,2025-11-18,22,10R,,,1,120,1,100,2,110,,,1-2,250,1,1=2,170,1,1=2,130,1,1=4,180,3,2=4,220,4,1-2-4,570,2,1=2=4,260,1
202511182211,2025-11-18,22,11R,,,1,110,1,100,3,100,,,1-3,170,1,1=3,220,1,1=3,130,1,1=5,140,2,3=5,210,4,1-3-5,580,1,1=3=5,300,2
202511182212,2025-11-18,22,12R,,,1,150,1,130,2,220,,,1-2,260,1,1=2,280,2,1=2,150,2,1=3,130,1,2=3,210,3,1-2-3,540,1,1=2=3,230,1
202511182101,2025-11-18,21,01R,,,1,140,1,100,4,160,,,1-4,390,2,1=4,330,2,1=4,160,1,1=5,410,7,4=5,630,9,1-4-5,2010,7,1=4=5,800,4
202511182102,2025-11-18,21,02R,,,4,280,4,100,1,100,,,4-1,330,2,1=4,130,1,1=4,120,1,4=5,210,3,1=5,230,5,4-1-5,950,2,1=4=5,340,1
202511182103,2025-11-18,21,03R,,,1,100,1,100,2,160,,,1-2,430,3,1=2,310,2,1=2,170,3,1=3,150,2,2=3,330,5,1-2-3,1010,4,1=2=3,460,2
202511182104,2025-11-18,21,04R,,,1,100,1,100,2,170,,,1-2,380,3,1=2,440,3,1=2,170,2,1=4,180,3,2=4,320,7,1-2-4,1540,11,1=2=4,750,6
202511182105,2025-11-18,21,05R,,,2,420,2,130,1,100,,,2-1,1540,5,1=2,290,1,1=2,130,1,2=4,220,5,1=4,140,2,2-1-4,2530,9,1=2=4,250,1
202511182106,2025-11-18,21,06R,,,4,180,4,130,5,160,,,4-5,530,1,4=5,320,1,4=5,180,2,4=6,380,5,5=6,410,7,4-5-6,1300,1,4=5=6,700,4
202511182107,2025-11-18,21,07R,,,1,150,1,100,5,110,,,1-5,320,1,1=5,290,1,1=5,170,3,1=3,130,1,3=5,520,9,1-5-3,920,1,1=3=5,290,1
202511182108,2025-11-18,21,08R,,,2,120,2,100,3,120,,,2-3,530,4,2=3,400,2,2=3,110,1,1=2,120,2,1=3,170,4,2-3-1,1000,4,1=2=3,210,1
202511182109,2025-11-18,21,09R,,,5,780,5,400,2,660,,,5-2,5240,17,2=5,4880,14,2=5,1190,12,5=6,460,5,2=6,1030,10,5-2-6,25920,65,2=5=6,5290,15
202511182110,2025-11-18,21,10R,,,1,150,1,100,3,230,,,1-3,230,1,1=3,270,2,1=3,130,1,1=2,130,2,2=3,180,4,1-3-2,730,2,1=2=3,230,1
202511182111,2025-11-18,21,11R,,,1,130,1,100,2,170,,,1-2,300,1,1=2,310,1,1=2,240,3,1=5,800,8,2=5,1110,13,1-2-5,5160,22,1=2=5,2340,8
202511182112,2025-11-18,21,12R,,,1,120,1,100,3,360,,,1-3,510,3,1=3,500,3,1=3,210,3,1=2,120,1,2=3,320,6,1-3-2,1480,5,1=2=3,450,2
202511182001,2025-11-18,20,01R,,,1,300,1,240,5,300,,,1-5,490,1,1=5,330,1,1=5,140,1,1=2,220,3,2=5,310,5,1-5-2,1980,1,1=2=5,540,1
202511182002,2025-11-18,20,02R,,,4,280,4,230,5,460,,,4-5,1440,7,4=5,550,3,4=5,280,6,2=4,160,1,2=5,170,2,4-5-2,3040,11,2=4=5,350,1
202511182003,2025-11-18,20,03R,,,1,200,1,150,5,100,,,1-5,1280,6,1=5,710,4,1=5,220,3,1=6,670,12,5=6,430,9,1-5-6,6520,23,1=5=6,2650,12
202511182004,2025-11-18,20,04R,,,1,150,1,100,6,280,,,1-6,840,4,1=6,530,2,1=6,220,4,1=3,150,1,3=6,360,8,1-6-3,1980,7,1=3=6,300,1
202511182005,2025-11-18,20,05R,,,1,110,1,110,4,200,,,1-4,570,2,1=4,700,3,1=4,250,3,1=3,290,5,3=4,580,9,1-4-3,2890,12,1=3=4,1140,5
202511182006,2025-11-18,20,06R,,,5,380,5,200,2,230,,,5-2,3520,9,2=5,1930,5,2=5,300,5,5=6,300,6,2=6,550,8,5-2-6,11750,25,2=5=6,2520,7
202511182007,2025-11-18,20,07R,,,1,150,1,150,4,360,,,1-4,230,1,1=4,260,1,1=4,220,2,1=3,240,3,3=4,260,4,1-4-3,1370,6,1=3=4,540,3
