レースコード,タイトル,レース日,レース場,レース回,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃),艇1_艇番,艇1_コース,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト調整,艇1_スタート展示,艇2_艇番,艇2_コース,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト調整,艇2_スタート展示,艇3_艇番,艇3_コース,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト調整,艇3_スタート展示,艇4_艇番,艇4_コース,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト調整,艇4_スタート展示,艇5_艇番,艇5_コース,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト調整,艇5_スタート展示,艇6_艇番,艇6_コース,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト調整,艇6_スタート展示
201909200401,トランスワードトロフィー　〜三都市対抗戦〜,2019-09-20,4,01R,3.0,2,3.0,1,26.0,25.0,1,1,51.0,0.0,6.8,-0.5,0.11,2,2,51.3,0.0,6.88,-0.5,0.57,3,3,51.2,0.0,6.78,-0.5,0.1,4,4,51.2,0.0,6.76,-0.5,0.03,5,5,53.3,0.0,6.76,-0.5,0.01,6,6,55.9,0.0,6.79,-0.5,0.06
201909200402,トランスワードトロフィー　〜三都市対抗戦〜,2019-09-20,4,02R,3.0,1,3.0,1,24.0,25.0,1,1,51.0,0.0,6.79,-0.5,-0.06,2,2,51.2,0.0,6.81,-0.5,0.05,3,3,53.3,0.0,6.86,-0.5,0.04,4,5,53.1,0.0,6.85,-0.5,0.03,5,6,52.6,0.0,6.83,-0.5,-0.07,6,4,54.4,0.0,6.81,-0.5,0.01
201909200403,トランスワードトロフィー　〜三都市対抗戦〜,2019-09-20,4,03R,2.0,1,3.0,1,25.0,25.0,1,1,51.0,0.0,6.75,-0.5,0.31,2,2,51.1,0.0,6.89,-0.5,0.15,3,3,50.0,1.0,6.93,-0.5,0.34,4,4,50.0,1.0,6.9,-0.5,0.11,5,5,51.8,0.0,6.84,-0.5,0.08,6,6,51.6,0.0,6.89,-0.5,0.06
201909200404,トランスワードトロフィー　〜三都市対抗戦〜,2019-09-20,4,04R,3.0,2,3.0,1,25.0,25.0,1,1,51.7,0.0,6.84,-0.5,0.01,2,2,55.2,0.0,6.81,-0.5,0.12,3,3,54.8,0.0,6.95,-0.5,0.09,4,4,50.0,1.0,6.79,-0.5,0.13,5,5,51.9,0.0,6.82,-0.5,0.09,6,6,51.1,0.0,6.74,0.0,0.02
201909200405,トランスワードトロフィー　〜三都市対抗戦〜,2019-09-20,4,05R,3.0,2,3.0,1,25.0,25.0,1,1,51.0,0.0,6.88,-0.5,0.09,2,2,51.7,0.0,6.99,-0.5,0.16,3,3,51.0,0.0,6.92,-0.5,0.08,4,4,54.2,0.0,6.86,-0.5,0.14,5,5,52.1,0.0,6.81,-0.5,0.07,6,6,54.9,0.0,6.84,-0.5,0.1
201909200406,トランスワードトロフィー　〜三都市対抗戦〜,2019-09-20,4,06R,2.0,2,3.0,1,26.0,25.0,1,1,54.7,0.0,6.84,-0.5,0.12,2,2,51.0,0.0,6.83,-0.5,0.07,3,3,51.0,0.0,6.85,-0.5,0.07,4,4,51.0,0.0,6.86,-0.5,0.07,5,5,52.2,0.0,6.85,-0.5,0.09,6,6,51.2,0.0,6.82,0.0,0.07
201909200407,トランスワードトロフィー　〜三都市対抗戦〜,2019-09-20,4,07R,2.0,2,3.0,1,26.0,25.0,1,1,51.8,0.0,6.9,-0.5,-0.04,2,2,51.0,0.0,6.85,-0.5,-0.05,3,6,53.1,0.0,6.83,-0.5,0.14,4,3,53.3,0.0,6.89,-0.5,-0.02,5,4,51.2,0.0,6.82,-0.5,0.09,6,5,52.7,0.0,6.85,-0.5,0.05
201909200408,トランスワードトロフィー　〜三都市対抗戦〜,2019-09-20,4,08R,3.0,2,3.0,1,26.0,25.0,1,1,53.3,0.0,6.88,-0.5,0.17,2,2,51.8,0.0,6.82,-0.5,0.21,3,3,51.4,0.0,6.84,-0.5,0.08,4,4,56.1,0.0,6.96,-0.5,0.06,5,5,51.3,0.0,6.91,-0.5,-0.01,6,6,51.2,0.0,6.83,-0.5,0.06
201909200409,トランスワードトロフィー　〜三都市対抗戦〜,2019-09-20,4,09R,3.0,2,3.0,1,26.0,25.0,1,1,51.1,0.0,6.85,-0.5,0.01,2,2,52.4,0.0,6.84,-0.5,0.09,3,3,54.9,0.0,6.83,-0.5,-0.03,4,6,51.2,0.0,6.89,-0.5,0.02,5,5,50.0,1.0,6.84,-0.5,0.05,6,4,51.0,0.0,6.88,0.0,-0.12
201909200410,トランスワードトロフィー　〜三都市対抗戦〜,2019-09-20,4,10R,3.0,2,3.0,1,26.0,25.0,1,1,52.2,0.0,6.81,-0.5,-0.09,2,2,50.0,1.0,6.87,-0.5,0.06,3,3,51.0,0.0,6.83,-0.5,-0.08,4,4,53.6,0.0,6.85,-0.5,0.02,5,5,55.2,0.0,6.8,-0.5,0.24,6,6,53.3,0.0,6.84,0.5,0.07
201909200411,トランスワードトロフィー　〜三都市対抗戦〜,2019-09-20,4,11R,3.0,2,3.0,1,25.0,25.0,1,1,51.9,0.0,6.83,-0.5,0.07,2,2,51.8,0.0,6.83,-0.5,-0.01,3,3,50.0,1.0,6.94,-0.5,-0.06,4,4,52.1,0.0,6.88,-0.5,-0.06,5,5,51.0,0.0,6.89,-0.5,0.13,6,6,51.0,0.0,6.86,-0.5,-0.05
201909200412,トランスワードトロフィー　〜三都市対抗戦〜,2019-09-20,4,12R,3.0,2,3.0,1,26.0,25.0,1,1,51.7,0.0,6.79,-0.5,0.06,2,2,52.7,0.0,6.91,-0.5,0.12,3,3,54.4,0.0,6.86,-0.5,0.14,4,4,53.3,0.0,6.84,-0.5,0.04,5,5,51.7,0.0,6.89,-0.5,0.13,6,6,51.0,0.0,6.86,-0.5,0.13
201909200502,第５４回東京スポーツ賞,2019-09-20,5,02R,3.0,4,2.0,1,23.5,25.5,1,1,53.8,0.0,6.85,-0.5,-0.05,2,2,51.1,0.0,6.84,-0.5,-0.14,3,3,51.1,0.0,6.83,-0.5,-0.22,4,4,56.6,0.0,6.72,-0.5,0.13,5,6,53.1,0.0,6.7,0.5,0.07,6,5,51.2,0.0,6.77,-0.5,0.08
201909200503,第５４回東京スポーツ賞,2019-09-20,5,03R,3.0,4,2.0,1,24.0,25.5,1,1,51.0,0.0,6.66,-0.5,0.09,2,2,51.7,0.0,6.67,-0.5,0.06,3,3,49.5,1.5,6.7,-0.5,0.14,4,4,51.8,0.0,6.72,-0.5,0.07,5,5,56.4,0.0,6.65,-0.5,0.07,6,6,50.5,0.5,6.77,-0.5,0.06
